,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
28,1630245,Ayo Dosunmu,1610612741,CHI,23.0,6-5,77,200,Illinois,USA,2021,2,38,64,9.1,3.0,2.7,-2.9,0.025,0.084,0.147,0.574,0.136
29,1628389,Bam Adebayo,1610612748,MIA,25.0,6-9,81,255,Kentucky,USA,2017,1,14,63,21.1,9.4,3.3,2.1,0.072,0.212,0.254,0.595,0.157
30,1627732,Ben Simmons,1610612751,BKN,26.0,6-10,82,240,Louisiana State,Australia,2016,1,1,42,6.9,6.3,6.1,2.1,0.04,0.186,0.142,0.559,0.295
31,1631097,Bennedict Mathurin,1610612754,IND,20.0,6-5,77,210,Arizona,Canada,2022,1,6,67,16.6,4.0,1.4,-2.6,0.036,0.104,0.241,0.559,0.077
32,202687,Bismack Biyombo,1610612756,PHX,30.0,6-8,80,255,None,DRC,2011,1,7,47,3.7,4.0,0.9,4.2,0.073,0.192,0.131,0.542,0.092
33,201933,Blake Griffin,1610612738,BOS,33.0,6-9,81,250,Oklahoma,USA,2009,1,1,29,4.6,3.4,1.3,9.4,0.059,0.186,0.13,0.602,0.122
34,1631104,Blake Wesley,1610612759,SAS,19.0,6-4,76,185,Notre Dame,USA,2022,1,25,21,4.9,1.9,1.6,-12.5,0.012,0.116,0.182,0.463,0.143
35,1626246,Boban Marjanovic,1610612745,HOU,34.0,7-4,88,290,None,Serbia,Undrafted,Undrafted,Undrafted,24,3.3,1.7,0.2,20.1,0.111,0.23,0.221,0.72,0.068
36,1626171,Bobby Portis,1610612749,MIL,28.0,6-11,83,250,Arkansas,USA,2015,1,22,55,14.0,9.7,1.7,0.9,0.086,0.26,0.211,0.575,0.1
37,203992,Bogdan Bogdanovic,1610612737,ATL,30.0,6-5,77,225,None,Serbia,2014,1,27,42,14.4,3.3,3.0,0.0,0.013,0.098,0.201,0.578,0.139
38,202711,Bojan Bogdanovic,1610612765,DET,33.0,6-7,79,226,None,Croatia,2011,2,31,59,21.6,3.8,2.6,-8.2,0.018,0.099,0.251,0.627,0.133
39,1629626,Bol Bol,1610612753,ORL,23.0,7-2,86,220,Oregon,Sudan,2019,2,44,62,9.5,6.0,0.9,-4.0,0.048,0.219,0.174,0.624,0.061
40,1630538,Bones Hyland,1610612746,LAC,22.0,6-2,74,169,Virginia Commonwealth,USA,2021,1,26,47,11.6,2.2,2.8,-7.8,0.018,0.104,0.275,0.531,0.235
41,203078,Bradley Beal,1610612764,WAS,29.0,6-4,76,207,Florida,USA,2012,1,3,45,23.4,3.8,5.5,1.1,0.027,0.087,0.288,0.592,0.261
42,1630527,Brandon Boston Jr.,1610612746,LAC,21.0,6-6,78,188,Kentucky,USA,2021,2,51,21,6.8,1.4,0.9,-7.4,0.024,0.094,0.236,0.519,0.124
43,1629634,Brandon Clarke,1610612763,MEM,26.0,6-8,80,215,Gonzaga,Canada,2019,1,21,56,10.0,5.5,1.3,0.7,0.079,0.177,0.174,0.681,0.1
44,1627742,Brandon Ingram,1610612740,NOP,25.0,6-8,80,190,Duke,USA,2016,1,2,31,22.9,5.0,4.8,0.3,0.012,0.143,0.304,0.569,0.237
45,1630296,Braxton Key,1610612765,DET,26.0,6-8,80,225,Virginia,USA,Undrafted,Undrafted,Undrafted,3,1.3,0.3,0.0,-4.5,0.0,0.067,0.091,1.064,0.0
46,201572,Brook Lopez,1610612749,MIL,34.0,7-1,85,282,Stanford,USA,2008,1,10,65,15.2,6.6,1.3,5.4,0.063,0.136,0.184,0.618,0.06
47,1628971,Bruce Brown,1610612743,DEN,26.0,6-4,76,202,Miami,USA,2018,2,42,66,11.1,3.9,3.4,1.2,0.027,0.115,0.169,0.572,0.164
48,1628981,Bruno Fernando,1610612737,ATL,24.0,6-10,82,240,Maryland,Angola,2019,2,34,33,3.9,3.8,0.9,-9.6,0.125,0.189,0.152,0.563,0.127
49,1631121,Bryce McGowens,1610612766,CHA,20.0,6-6,78,175,Nebraska,USA,2022,2,40,32,3.8,1.8,0.8,-8.5,0.024,0.09,0.123,0.484,0.077
50,1627854,Bryn Forbes,1610612750,MIN,29.0,6-2,74,205,Michigan State,USA,Undrafted,Undrafted,Undrafted,25,3.6,0.6,0.7,-8.5,0.015,0.04,0.155,0.497,0.087
51,1631205,Buddy Boeheim,1610612765,DET,23.0,6-6,78,205,Syracuse,USA,Undrafted,Undrafted,Undrafted,2,1.5,0.5,0.0,57.7,0.0,0.125,0.2,0.5,0.0
52,1627741,Buddy Hield,1610612754,IND,30.0,6-4,76,220,Oklahoma,Bahamas,2016,1,6,67,17.3,5.0,2.7,-1.7,0.026,0.127,0.204,0.616,0.122
53,203468,CJ McCollum,1610612740,NOP,31.0,6-3,75,190,Lehigh,USA,2013,1,10,59,21.2,4.3,5.8,-1.1,0.023,0.101,0.267,0.541,0.251
54,1630595,Cade Cunningham,1610612765,DET,21.0,6-7,79,220,Oklahoma State,USA,2021,1,1,12,19.9,6.2,6.0,-6.1,0.027,0.148,0.287,0.492,0.306
55,1631216,Caleb Houstan,1610612753,ORL,20.0,6-8,80,205,Michigan,Canada,2022,2,32,38,4.0,2.2,0.5,-3.4,0.044,0.097,0.105,0.551,0.043
56,1628997,Caleb Martin,1610612748,MIA,27.0,6-5,77,205,Nevada,USA,Undrafted,Undrafted,Undrafted,58,10.2,5.0,1.6,-0.7,0.044,0.131,0.146,0.577,0.079
57,1629629,Cam Reddish,1610612757,POR,23.0,6-7,79,217,Duke,USA,2019,1,10,32,10.4,2.2,1.6,-4.2,0.018,0.067,0.169,0.58,0.094
58,1630560,Cam Thomas,1610612751,BKN,21.0,6-3,75,210,Louisiana State,Japan,2021,1,27,49,10.8,1.8,1.5,-0.9,0.01,0.091,0.265,0.573,0.14
59,1629661,Cameron Johnson,1610612751,BKN,27.0,6-8,80,210,North Carolina,USA,2019,1,11,28,15.1,4.1,1.5,7.0,0.027,0.119,0.209,0.606,0.087
60,1626166,Cameron Payne,1610612756,PHX,28.0,6-1,73,183,Murray State,USA,2015,1,14,34,11.2,2.3,4.9,3.3,0.013,0.095,0.243,0.508,0.304
61,1627747,Caris LeVert,1610612739,CLE,28.0,6-6,78,205,Michigan,USA,2016,1,20,63,11.5,4.0,3.9,4.0,0.025,0.109,0.184,0.518,0.186
62,1630637,Carlik Jones,1610612741,CHI,25.0,6-0,72,174,Louisville,USA,Undrafted,Undrafted,Undrafted,2,1.5,1.5,1.0,6.7,0.04,0.08,0.145,0.222,0.105
63,1626224,Cedi Osman,1610612739,CLE,27.0,6-7,79,230,None,Turkey,2015,2,31,64,8.6,2.2,1.5,7.1,0.015,0.095,0.177,0.566,0.107
64,1629646,Charles Bassey,1610612759,SAS,22.0,6-9,81,230,Western Kentucky,Nigeria,2021,2,53,33,5.7,5.7,1.3,-2.1,0.144,0.237,0.153,0.663,0.125
65,1631320,Chima Moneke,1610612758,SAC,27.0,6-5,77,223,Cal-Davis,Nigeria,Undrafted,Undrafted,Undrafted,2,1.0,1.0,0.5,-57.2,0.25,0.0,0.25,0.347,0.25
66,1629002,Chimezie Metu,1610612758,SAC,25.0,6-9,81,225,Southern California,USA,2018,2,49,52,4.9,3.1,0.7,8.4,0.071,0.198,0.159,0.65,0.085
67,1628449,Chris Boucher,1610612761,TOR,30.0,6-9,81,200,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,62,9.5,5.7,0.4,-2.2,0.097,0.194,0.176,0.594,0.032
68,1630537,Chris Duarte,1610612754,IND,25.0,6-5,77,190,Oregon,Dominican Republic,2021,1,13,43,8.0,2.5,1.5,-5.5,0.018,0.111,0.183,0.502,0.107
69,101108,Chris Paul,1610612756,PHX,37.0,6-0,72,175,Wake Forest,USA,2005,1,4,45,13.5,4.2,9.0,3.2,0.011,0.118,0.195,0.549,0.391
70,1629735,Chris Silva,1610612742,DAL,26.0,6-8,80,234,South Carolina,Gabon,Undrafted,Undrafted,Undrafted,1,2.0,0.0,0.0,12.5,0.0,0.0,0.25,1.0,0.0
71,1631128,Christian Braun,1610612743,DEN,21.0,6-6,78,220,Kansas,USA,2022,1,21,61,4.2,2.2,0.8,-4.3,0.046,0.111,0.12,0.574,0.071
72,1631132,Christian Koloko,1610612761,TOR,22.0,7-0,84,230,Arizona,Cameroon,2022,2,33,46,3.4,3.2,0.5,9.2,0.095,0.116,0.103,0.529,0.044
73,1626174,Christian Wood,1610612742,DAL,27.0,6-9,81,214,UNLV,USA,Undrafted,Undrafted,Undrafted,55,17.1,7.7,1.6,-0.9,0.052,0.25,0.258,0.627,0.104
74,1629643,Chuma Okeke,1610612753,ORL,24.0,6-8,80,229,Auburn,USA,2019,1,16,21,5.0,3.7,1.2,-8.5,0.051,0.13,0.115,0.514,0.086
75,203991,Clint Capela,1610612737,ATL,28.0,6-10,82,256,None,Switzerland,2014,1,25,51,12.0,11.1,0.9,-0.9,0.147,0.262,0.155,0.635,0.044
76,1629632,Coby White,1610612741,CHI,23.0,6-5,77,195,North Carolina,USA,2019,1,7,58,8.8,2.7,2.2,1.3,0.009,0.105,0.165,0.55,0.133
77,1628998,Cody Martin,1610612766,CHA,27.0,6-6,78,205,Nevada,USA,2019,2,36,7,5.0,3.4,1.6,-9.7,0.056,0.109,0.121,0.448,0.111
78,203469,Cody Zeller,1610612748,MIA,30.0,6-11,83,240,Indiana,USA,2013,1,4,9,5.0,3.7,0.7,-4.2,0.129,0.136,0.152,0.604,0.077
79,1630175,Cole Anthony,1610612753,ORL,22.0,6-3,75,185,North Carolina,USA,2020,1,15,47,12.2,4.4,4.0,-2.2,0.024,0.151,0.209,0.556,0.242
80,1631306,Cole Swider,1610612747,LAL,23.0,6-9,81,220,Syracuse,USA,Undrafted,Undrafted,Undrafted,6,1.5,1.2,0.7,2.0,0.024,0.162,0.09,0.5,0.105
81,1629012,Collin Sexton,1610612762,UTA,24.0,6-2,74,190,Alabama,USA,2018,1,8,47,14.3,2.2,2.9,0.1,0.033,0.056,0.228,0.62,0.176
82,1630557,Corey Kispert,1610612764,WAS,24.0,6-6,78,224,Gonzaga,USA,2021,1,15,59,9.5,2.7,1.2,-1.3,0.015,0.082,0.125,0.656,0.058
83,202709,Cory Joseph,1610612765,DET,31.0,6-3,75,200,Texas,Canada,2011,1,29,48,5.4,1.5,3.3,-0.8,0.014,0.075,0.143,0.521,0.266
84,1626156,D'Angelo Russell,1610612747,LAL,27.0,6-4,76,193,Ohio State,USA,2015,1,2,59,17.8,3.1,6.2,-0.8,0.017,0.078,0.227,0.605,0.277
85,1630227,Daishen Nix,1610612745,HOU,21.0,6-4,76,226,None,USA,Undrafted,Undrafted,Undrafted,47,4.4,1.8,2.6,-6.7,0.019,0.092,0.148,0.468,0.202
86,1630625,Dalano Banton,1610612761,TOR,23.0,6-7,79,204,Nebraska,Canada,2021,2,46,27,4.4,1.3,1.1,-10.3,0.033,0.113,0.22,0.499,0.181
87,1631207,Dalen Terry,1610612741,CHI,20.0,6-7,79,195,Arizona,USA,2022,1,18,27,1.7,0.7,0.6,-2.4,0.053,0.089,0.163,0.518,0.174
88,1627745,Damian Jones,1610612762,UTA,27.0,6-11,83,245,Vanderbilt,USA,2016,1,30,28,3.1,2.7,0.3,-12.3,0.083,0.169,0.114,0.68,0.04
89,203081,Damian Lillard,1610612757,POR,32.0,6-2,74,195,Weber State,USA,2012,1,6,54,32.1,4.7,7.3,2.7,0.021,0.11,0.329,0.648,0.336
90,1627814,Damion Lee,1610612756,PHX,30.0,6-5,77,210,Drexel,USA,Undrafted,Undrafted,Undrafted,66,8.5,3.1,1.5,3.8,0.022,0.124,0.152,0.612,0.096
91,1629655,Daniel Gafford,1610612764,WAS,24.0,6-10,82,234,Arkansas,USA,2019,2,38,65,8.6,5.4,1.0,-0.3,0.105,0.159,0.142,0.747,0.069
92,1628464,Daniel Theis,1610612754,IND,30.0,6-8,80,245,None,Germany,Undrafted,Undrafted,Undrafted,7,7.0,3.1,1.3,-8.2,0.059,0.147,0.201,0.497,0.125
93,201980,Danny Green,1610612739,CLE,35.0,6-6,78,215,North Carolina,USA,2009,2,46,7,3.6,0.7,0.3,-13.3,0.013,0.049,0.153,0.583,0.037
94,1627863,Danuel House Jr.,1610612755,PHI,29.0,6-6,78,220,Texas A&M,USA,Undrafted,Undrafted,Undrafted,42,4.5,1.7,0.7,-1.5,0.015,0.103,0.124,0.612,0.073
95,203967,Dario Saric,1610612760,OKC,28.0,6-10,82,225,None,Croatia,2014,1,12,47,6.6,3.7,1.4,1.1,0.066,0.199,0.186,0.598,0.135
96,1629647,Darius Bazley,1610612756,PHX,22.0,6-9,81,216,None,USA,2019,1,23,38,5.3,3.4,0.9,-2.4,0.05,0.158,0.16,0.519,0.084
97,1630620,Darius Days,1610612745,HOU,23.0,6-7,79,245,Louisiana State,USA,Undrafted,Undrafted,Undrafted,4,3.8,1.5,0.3,-0.2,0.034,0.227,0.21,0.582,0.067
98,1629636,Darius Garland,1610612739,CLE,23.0,6-1,73,192,Vanderbilt,USA,2019,1,5,58,22.0,2.7,7.9,7.5,0.013,0.067,0.262,0.602,0.34
99,1630561,David Duke Jr.,1610612751,BKN,23.0,6-4,76,204,Providence,USA,Undrafted,Undrafted,Undrafted,18,3.4,1.1,0.9,-2.0,0.047,0.069,0.187,0.477,0.14
100,1631223,David Roddy,1610612763,MEM,21.0,6-4,76,255,Colorado State,USA,2022,1,23,53,6.0,2.5,0.7,-3.6,0.032,0.107,0.163,0.508,0.055
101,1630558,Davion Mitchell,1610612758,SAC,24.0,6-0,72,202,Baylor,USA,2021,1,9,64,5.7,1.3,2.2,3.2,0.012,0.061,0.142,0.555,0.168
102,202722,Davis Bertans,1610612742,DAL,30.0,6-10,82,225,None,Latvia,2011,2,42,35,4.2,1.0,0.4,-5.7,0.021,0.077,0.148,0.616,0.064
103,1628432,Davon Reed,1610612747,LAL,27.0,6-5,77,206,Miami,USA,2017,2,32,39,2.2,1.5,0.5,-13.5,0.031,0.146,0.143,0.465,0.093
104,1630549,Day'Ron Sharpe,1610612751,BKN,21.0,6-9,81,265,North Carolina,USA,2021,1,29,36,4.1,3.8,0.8,-12.2,0.145,0.193,0.172,0.551,0.104
105,1628368,De'Aaron Fox,1610612758,SAC,25.0,6-3,75,185,Kentucky,USA,2017,1,5,58,25.5,4.2,6.3,3.0,0.015,0.112,0.288,0.601,0.28
106,1629631,De'Andre Hunter,1610612737,ATL,25.0,6-8,80,221,Virginia,USA,2019,1,4,57,15.6,4.3,1.4,0.1,0.019,0.114,0.195,0.573,0.06
107,1629001,De'Anthony Melton,1610612755,PHI,24.0,6-2,74,200,Southern California,USA,2018,2,46,63,10.3,4.1,2.7,2.5,0.034,0.116,0.162,0.571,0.137
108,201599,DeAndre Jordan,1610612743,DEN,34.0,6-11,83,265,Texas A&M,USA,2008,2,35,35,4.8,4.8,0.9,-8.4,0.089,0.246,0.135,0.735,0.09
109,201942,DeMar DeRozan,1610612741,CHI,33.0,6-6,78,220,Southern California,USA,2009,1,9,60,24.9,4.5,5.1,2.3,0.014,0.112,0.276,0.595,0.221
110,1629731,Dean Wade,1610612739,CLE,26.0,6-9,81,228,Kansas State,USA,Undrafted,Undrafted,Undrafted,37,4.8,3.5,0.9,6.5,0.021,0.15,0.099,0.56,0.059
