,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
76,1629632,Coby White,Coby,1610612741,CHI,23.0,58,27,31,0.466,22.4,1.4,0.7,1.8,2.7,7.6,6.4,5.4,21.3,0.1,0.3,1.6,1.2,17.0,115,168,425,331,205,188,330,99,283,284,309,258,232,410,274,245,257,230
77,1628998,Cody Martin,Cody,1610612766,CHA,27.0,7,2,5,0.286,19.1,1.0,0.7,1.0,2.6,5.7,5.4,6.9,20.0,0.1,0.6,1.9,0.9,13.3,466,469,54,446,257,276,315,209,287,204,255,325,253,374,406,297,323,296
78,203469,Cody Zeller,Cody,1610612748,MIA,30.0,8,3,5,0.375,14.5,0.9,1.5,0.9,3.8,5.6,2.6,5.3,13.5,0.4,0.0,2.5,2.3,11.8,460,459,54,418,334,308,137,246,208,198,95,249,358,195,1,433,114,330
79,1630175,Cole Anthony,Cole,1610612753,ORL,22.0,47,21,26,0.447,25.1,1.5,0.8,2.0,4.8,10.0,7.2,7.5,23.7,0.6,0.3,2.5,2.0,25.6,241,252,338,364,173,170,294,77,160,397,347,358,202,109,296,437,144,121
80,1631306,Cole Swider,Cole,1610612747,LAL,23.0,6,1,5,0.167,6.7,0.0,0.0,0.0,0.0,1.8,1.7,3.5,6.3,0.0,0.0,0.5,0.2,3.9,473,485,54,495,454,480,476,466,495,43,51,143,458,463,1,41,476,470
81,1629012,Collin Sexton,Collin,1610612762,UTA,24.0,47,24,23,0.511,24.0,2.1,1.1,1.7,6.9,9.9,8.2,9.4,28.0,0.1,1.1,2.3,3.6,21.5,241,213,284,234,189,103,201,116,93,394,400,452,146,387,497,409,53,172
82,1630557,Corey Kispert,Corey,1610612764,WAS,24.0,58,27,31,0.466,27.4,1.6,0.7,1.3,2.7,9.8,7.5,8.1,30.0,0.1,0.4,1.2,0.8,15.7,115,168,425,331,143,162,302,165,276,385,364,390,122,410,330,155,331,248
83,202709,Cory Joseph,Cory,1610612765,DET,31.0,48,10,38,0.208,17.1,0.8,0.5,0.4,1.8,5.6,4.9,3.6,18.9,0.1,0.3,1.4,1.2,13.3,228,392,484,484,286,320,374,374,356,198,227,153,272,372,266,191,261,298
84,1626156,D'Angelo Russell,D'Angelo,1610612747,LAL,27.0,58,30,28,0.517,32.4,2.7,1.1,1.8,4.6,12.8,9.3,9.2,33.4,0.4,0.3,2.1,2.7,32.1,115,100,381,222,76,63,219,95,169,500,468,445,69,203,274,364,92,72
85,1630227,Daishen Nix,Daishen,1610612745,HOU,21.0,47,12,35,0.255,16.7,0.8,0.3,0.4,1.5,7.3,3.9,5.3,17.3,0.1,0.2,1.1,0.7,11.1,241,370,470,459,290,327,434,367,389,275,160,256,293,387,168,132,345,344
86,1630625,Dalano Banton,Dalano,1610612761,TOR,23.0,27,14,13,0.519,9.3,1.2,0.4,1.2,2.3,3.9,3.0,2.9,9.0,0.4,0.2,1.1,0.6,9.8,385,344,129,216,425,231,398,178,311,111,112,111,432,148,195,134,377,366
87,1631207,Dalen Terry,Dalen,1610612741,CHI,20.0,27,14,13,0.519,4.8,0.1,0.3,0.3,0.9,2.0,1.4,0.9,3.3,0.1,0.2,0.4,0.4,4.0,385,344,129,216,478,472,435,420,442,48,44,30,489,367,162,35,435,466
88,1627745,Damian Jones,Damian,1610612762,UTA,27.0,28,8,20,0.286,9.6,0.5,1.2,0.3,2.1,4.7,2.9,2.9,10.3,0.6,0.3,1.1,0.9,8.5,379,414,226,446,420,398,195,421,326,146,109,112,406,84,248,127,323,388
89,203081,Damian Lillard,Damian,1610612757,POR,32.0,53,26,27,0.491,36.2,4.0,1.8,2.7,9.0,13.0,10.5,11.1,41.5,0.3,0.8,1.9,7.1,49.1,170,188,367,277,9,13,96,39,47,507,505,503,1,241,472,304,5,9
90,1627814,Damion Lee,Damion,1610612756,PHX,30.0,66,37,29,0.561,21.3,1.5,0.8,0.9,1.7,7.6,4.9,5.6,21.1,0.1,0.2,1.6,1.5,15.0,14,34,398,163,225,175,292,231,367,289,228,269,235,409,188,240,188,263
91,1629655,Daniel Gafford,Daniel,1610612764,WAS,24.0,64,29,35,0.453,19.6,0.9,2.6,0.5,6.9,7.5,6.1,5.7,19.8,1.3,0.3,2.3,2.1,20.4,32,124,470,353,248,297,35,365,95,282,294,278,258,18,257,398,128,190
92,1628464,Daniel Theis,Daniel,1610612754,IND,30.0,7,1,6,0.143,15.5,0.6,0.7,0.6,5.4,7.1,5.9,4.0,17.7,0.9,0.4,1.0,1.4,15.7,466,485,69,502,312,389,315,328,133,271,277,182,286,48,334,100,206,250
93,201980,Danny Green,Danny,1610612739,CLE,35.0,7,3,4,0.429,11.4,0.0,0.0,0.0,0.0,4.0,4.7,2.1,9.4,0.1,0.0,1.3,0.3,5.7,466,459,43,379,392,480,476,466,495,113,210,73,423,374,1,162,449,444
94,1627863,Danuel House Jr.,Danuel,1610612755,PHI,29.0,41,27,14,0.659,14.5,1.1,0.3,0.8,1.7,5.4,4.1,3.9,15.0,0.2,0.0,1.2,0.8,8.4,298,168,142,70,333,251,436,260,379,187,171,175,334,342,52,144,330,391
95,203967,Dario Saric,Dario,1610612760,OKC,28.0,47,21,26,0.447,14.3,0.9,0.9,0.3,2.9,5.6,4.1,4.4,14.8,0.1,0.3,1.8,1.4,13.4,241,252,338,364,338,309,254,407,264,194,172,206,338,408,296,288,215,295
96,1629647,Darius Bazley,Darius,1610612756,PHX,22.0,38,18,20,0.474,15.1,0.9,0.3,0.6,2.7,5.3,4.6,3.4,15.7,0.8,0.7,1.0,1.2,14.0,311,286,226,313,320,310,421,330,280,179,201,137,318,55,437,114,250,281
97,1630620,Darius Days,Darius,1610612745,HOU,23.0,4,0,4,0.0,6.2,0.5,1.8,0.0,1.0,1.8,0.3,2.3,5.0,0.3,0.3,0.5,0.3,6.7,484,509,43,509,459,404,102,466,419,40,11,75,470,271,215,41,460,427
98,1629636,Darius Garland,Darius,1610612739,CLE,23.0,58,32,26,0.552,35.2,3.9,2.1,2.2,7.4,11.0,8.9,9.6,32.8,0.1,0.8,2.2,4.4,38.5,115,79,338,173,27,15,70,68,79,439,455,462,77,397,465,378,31,39
99,1630561,David Duke Jr.,David,1610612751,BKN,23.0,18,7,11,0.389,9.6,0.9,0.4,0.8,2.9,3.9,3.0,2.5,8.4,0.1,0.5,1.5,0.6,6.7,422,427,110,406,419,288,398,254,266,109,114,85,436,450,371,209,384,428
100,1631223,David Roddy,David,1610612763,MEM,21.0,53,32,21,0.604,16.6,0.8,0.8,1.1,2.9,7.0,5.4,5.2,16.8,0.2,0.3,1.5,0.9,11.3,170,79,240,117,292,331,273,191,263,261,253,246,301,278,247,199,319,339
101,1630558,Davion Mitchell,Davion,1610612758,SAC,24.0,64,38,26,0.594,18.1,1.0,0.7,1.0,2.4,6.3,4.9,3.9,20.3,0.2,0.2,1.5,1.3,11.9,32,30,338,128,268,276,339,209,301,236,220,169,249,309,151,200,237,326
102,202722,Davis Bertans,Davis,1610612742,DAL,30.0,35,17,18,0.486,10.7,0.6,0.2,0.3,0.5,3.4,2.9,2.7,10.5,0.1,0.1,1.1,0.7,6.7,328,297,189,288,404,376,453,408,471,89,107,102,401,426,60,128,369,426
103,1628432,Davon Reed,Davon,1610612747,LAL,27.0,39,25,14,0.641,8.6,0.2,0.3,0.1,0.3,4.2,1.5,2.9,8.6,0.1,0.2,1.0,0.4,5.7,307,203,142,87,434,469,437,462,487,125,46,109,435,413,125,99,432,445
104,1630549,Day'Ron Sharpe,Day'Ron,1610612751,BKN,21.0,36,16,20,0.444,11.2,0.4,1.4,0.2,3.2,5.0,3.5,2.7,13.3,0.6,0.3,2.0,0.6,11.3,323,313,226,366,398,428,152,438,241,162,148,106,363,98,278,334,391,340
105,1628368,De'Aaron Fox,De'Aaron,1610612758,SAC,25.0,58,36,22,0.621,34.1,2.8,1.3,3.3,12.3,11.8,8.7,8.9,39.3,0.3,0.7,2.5,4.9,41.9,115,40,263,102,39,57,177,23,13,480,440,427,8,236,442,433,23,27
106,1629631,De'Andre Hunter,De'Andre,1610612737,ATL,25.0,56,31,25,0.554,31.8,2.4,1.4,2.0,5.0,9.7,8.6,10.2,35.2,0.2,0.7,3.0,3.4,23.9,140,89,320,171,81,77,158,84,150,375,433,483,40,286,440,485,61,141
107,1629001,De'Anthony Melton,De'Anthony,1610612755,PHI,24.0,62,41,21,0.661,28.2,1.6,1.0,1.7,2.7,9.4,8.1,9.0,28.2,0.5,0.3,2.5,1.0,24.3,55,14,240,66,129,164,234,103,274,367,397,432,143,118,263,426,283,136
108,201599,DeAndre Jordan,DeAndre,1610612743,DEN,34.0,35,22,13,0.629,14.3,0.8,1.1,0.1,4.2,6.0,4.3,5.0,15.9,0.6,0.2,1.9,1.3,13.3,328,245,129,94,339,337,218,448,188,228,185,230,311,86,150,297,234,297
109,201942,DeMar DeRozan,DeMar,1610612741,CHI,33.0,60,29,31,0.483,36.2,3.3,1.5,1.1,8.2,11.9,8.4,8.9,34.7,0.5,0.9,2.7,5.5,40.3,91,124,425,292,10,37,147,194,59,482,412,429,52,125,477,458,16,32
110,1629731,Dean Wade,Dean,1610612739,CLE,26.0,37,25,12,0.676,20.3,1.1,0.5,0.7,1.2,6.3,5.5,5.7,19.9,0.5,0.2,2.1,0.7,13.2,316,203,121,52,235,266,395,282,409,237,257,275,254,143,138,366,363,300
111,1629028,Deandre Ayton,Deandre,1610612756,PHX,24.0,57,29,28,0.509,30.3,2.7,3.3,0.5,13.5,9.7,8.4,8.6,30.0,0.8,0.6,2.9,2.5,35.5,126,124,381,238,98,62,10,333,11,376,419,408,121,59,402,477,98,52
112,1627749,Dejounte Murray,Dejounte,1610612737,ATL,26.0,61,31,30,0.508,36.4,3.1,1.3,2.4,8.4,11.1,10.0,11.6,40.6,0.3,0.7,1.4,2.1,39.8,75,89,410,240,6,48,173,61,57,446,490,508,2,243,449,193,132,34
113,1626153,Delon Wright,Delon,1610612764,WAS,30.0,37,22,15,0.595,24.3,1.4,0.9,1.0,3.1,10.5,7.6,7.1,26.1,0.4,0.3,1.3,1.3,23.6,316,245,155,127,184,198,256,206,251,418,373,331,172,209,234,174,230,147
114,1630166,Deni Avdija,Deni,1610612764,WAS,22.0,64,30,34,0.469,26.1,1.5,0.8,1.4,4.5,9.0,7.6,7.1,27.2,0.4,0.5,2.9,1.8,22.5,32,100,464,324,162,168,275,152,177,353,372,334,157,155,366,476,169,159
115,203471,Dennis Schroder,Dennis,1610612747,LAL,29.0,52,28,24,0.538,31.0,1.0,0.8,1.1,4.2,10.3,8.8,10.2,34.9,0.1,0.7,2.3,2.8,23.7,185,146,306,193,87,274,281,200,187,408,444,485,44,380,443,406,87,145
116,1628372,Dennis Smith Jr.,Dennis,1610612766,CHA,25.0,46,16,30,0.348,25.2,1.5,0.7,1.3,5.2,7.8,7.4,5.4,24.7,0.4,0.6,2.2,1.5,22.9,256,313,410,424,170,184,341,158,143,295,356,259,192,157,413,380,198,155
117,1629126,Deonte Burton,Deonte,1610612758,SAC,29.0,2,1,1,0.5,3.2,0.0,0.0,0.0,0.0,1.0,2.5,0.0,3.0,0.0,0.5,0.0,0.5,0.0,501,485,9,247,496,480,476,466,495,26,87,1,494,463,371,1,410,512
118,1631220,Dereon Seabron,Dereon,1610612740,NOP,22.0,5,2,3,0.4,2.3,0.0,0.4,0.4,0.8,0.4,0.6,0.0,1.2,0.0,0.2,0.2,0.0,1.0,479,469,35,399,509,480,408,378,447,15,15,1,511,463,174,17,490,509
119,1627884,Derrick Jones Jr.,Derrick,1610612741,CHI,26.0,51,21,30,0.412,14.0,0.8,0.8,0.5,2.8,4.5,3.7,3.6,15.7,0.6,0.3,1.4,1.1,11.4,202,252,410,394,345,334,289,350,272,140,156,155,317,97,267,180,274,338
120,201565,Derrick Rose,Derrick,1610612752,NYK,34.0,27,12,15,0.444,12.5,0.2,0.7,0.6,2.7,5.1,4.4,3.6,13.2,0.2,0.5,0.7,0.5,10.5,385,370,155,366,372,463,331,320,275,173,193,156,365,326,362,62,417,354
121,1628401,Derrick White,Derrick,1610612738,BOS,28.0,67,46,21,0.687,27.9,1.7,1.4,1.5,4.6,8.6,7.5,7.2,27.8,0.9,0.5,2.3,2.5,25.4,4,3,240,49,133,153,155,139,173,333,361,338,147,43,350,395,99,122
122,1630217,Desmond Bane,Desmond,1610612763,MEM,24.0,43,26,17,0.605,31.2,4.2,2.4,4.3,8.0,9.8,9.5,9.0,30.6,0.4,1.2,2.5,2.6,35.3,281,188,179,115,85,7,41,4,63,387,474,434,113,168,506,424,96,55
123,1626164,Devin Booker,Devin,1610612756,PHX,26.0,39,26,13,0.667,34.1,4.1,2.4,3.7,9.2,10.5,10.2,7.6,32.8,0.4,0.8,2.8,5.0,43.0,307,188,129,55,41,11,42,14,41,417,495,365,78,173,461,468,21,21
124,1630170,Devin Vassell,Devin,1610612759,SAS,22.0,31,9,22,0.29,30.9,3.4,1.3,4.2,4.6,12.8,8.9,10.4,36.8,0.4,0.5,1.4,2.0,32.2,359,403,263,445,89,32,174,6,168,501,454,487,27,186,384,182,143,71
125,1629653,Devon Dotson,Devon,1610612764,WAS,23.0,6,1,5,0.167,8.9,0.0,0.0,0.0,0.0,4.0,2.0,1.5,7.3,0.0,0.3,1.5,0.2,6.5,473,485,54,495,430,480,476,466,495,113,63,47,449,463,278,209,476,431
126,1628984,Devonte' Graham,Devonte',1610612759,SAS,28.0,63,29,34,0.46,17.3,1.0,0.4,0.8,0.6,6.5,4.6,4.6,18.0,0.2,0.2,1.0,1.3,14.3,44,124,464,342,283,286,398,272,463,244,203,219,282,293,133,112,241,275
127,203473,Dewayne Dedmon,Dewayne,1610612755,PHI,33.0,30,17,13,0.567,11.7,1.0,0.8,0.4,3.3,4.8,3.5,3.1,11.5,0.5,0.5,2.0,1.4,12.3,367,297,129,156,385,287,284,385,229,153,144,127,389,140,352,349,205,315
128,1628415,Dillon Brooks,Dillon,1610612763,MEM,27.0,59,36,23,0.61,30.3,2.2,1.4,1.4,5.9,8.5,8.6,7.8,28.3,0.2,0.6,3.3,1.7,23.8,101,40,284,110,94,95,159,145,121,331,431,376,140,308,409,506,174,143
129,1627734,Domantas Sabonis,Domantas,1610612758,SAC,26.0,63,38,25,0.603,34.5,2.6,3.2,1.1,12.6,12.1,8.8,8.8,39.4,0.5,0.7,3.7,4.7,45.3,44,30,320,118,33,70,13,184,12,489,442,422,7,137,450,515,26,14
130,1631230,Dominick Barlow,Dominick,1610612759,SAS,19.0,14,1,13,0.071,11.0,0.3,0.9,0.4,2.0,5.1,2.6,5.0,13.7,0.3,0.2,1.8,0.6,8.2,436,485,129,508,401,444,243,372,334,170,97,232,356,249,191,280,373,394
131,1628378,Donovan Mitchell,Donovan,1610612739,CLE,26.0,57,37,20,0.649,35.5,3.9,2.1,3.5,9.6,11.6,8.0,10.0,32.5,0.4,0.8,2.4,4.1,42.5,126,34,226,77,21,17,68,20,36,474,389,478,83,176,474,417,40,23
132,1628978,Donte DiVincenzo,Donte,1610612744,GSW,26.0,57,32,25,0.561,26.2,1.5,1.0,0.7,1.9,9.9,6.4,7.2,27.5,0.2,0.2,1.8,1.5,22.5,126,79,320,162,160,169,228,280,348,391,312,343,150,356,213,294,191,162
133,1627827,Dorian Finney-Smith,Dorian,1610612751,BKN,29.0,52,24,28,0.462,31.2,1.6,2.0,0.6,2.5,9.7,8.4,8.7,31.8,0.5,0.3,2.1,0.9,19.5,185,213,381,338,86,167,74,312,290,380,422,418,91,136,250,359,299,197
134,203926,Doug McDermott,Doug,1610612759,SAS,31.0,55,16,39,0.291,20.4,1.2,0.8,1.3,3.2,8.1,6.2,6.3,23.9,0.1,0.3,1.8,0.8,14.3,152,313,489,444,233,242,278,171,248,311,296,301,200,405,273,279,343,276
135,203110,Draymond Green,Draymond,1610612744,GSW,33.0,59,31,28,0.525,31.3,0.7,0.5,1.2,5.4,11.6,8.0,8.6,30.7,0.8,0.3,3.1,2.2,30.0,101,89,381,207,84,358,385,176,135,472,391,412,108,58,237,492,124,88
136,1629234,Drew Eubanks,Drew,1610612757,POR,26.0,64,29,35,0.453,19.8,0.8,1.2,0.3,4.6,6.6,5.8,5.7,22.1,1.2,0.1,2.2,1.7,18.2,32,124,470,353,245,336,190,404,172,245,275,276,219,24,68,384,177,216
137,1630696,Dru Smith,Dru,1610612751,BKN,25.0,10,4,6,0.4,12.4,0.9,0.4,0.9,2.4,4.0,3.2,1.8,10.8,0.4,0.2,1.5,0.2,12.3,454,453,69,399,375,301,408,237,303,113,129,59,399,178,174,209,468,316
138,1630613,Duane Washington Jr.,Duane,1610612752,NYK,22.0,31,17,14,0.548,12.7,0.6,0.5,1.0,2.3,4.8,3.1,3.5,13.4,0.1,0.5,0.7,0.9,12.2,359,297,142,175,370,370,368,209,309,154,123,146,361,386,384,72,318,318
139,1629130,Duncan Robinson,Duncan,1610612748,MIA,28.0,33,15,18,0.455,17.3,1.0,0.7,0.2,1.0,6.0,4.9,4.5,16.1,0.0,0.2,1.9,0.8,11.1,343,325,189,348,282,276,309,435,418,229,224,212,308,463,122,314,327,346
140,203939,Dwight Powell,Dwight,1610612742,DAL,31.0,62,33,29,0.532,19.9,1.0,1.3,0.5,5.2,6.6,5.5,5.6,21.2,0.4,0.2,2.8,2.6,15.7,55,68,398,201,243,272,164,366,146,247,259,270,233,186,199,471,97,251
141,1630700,Dyson Daniels,Dyson,1610612740,NOP,19.0,44,23,21,0.523,19.0,1.1,0.5,0.7,2.2,7.5,4.9,5.0,18.9,0.3,0.2,1.8,0.7,14.0,269,233,240,210,258,253,388,303,316,279,224,229,270,271,134,292,351,283
142,1628410,Edmond Sumner,Edmond,1610612751,BKN,27.0,47,28,19,0.596,14.5,1.2,0.7,2.0,3.3,5.9,4.4,4.0,14.7,0.2,0.5,1.6,1.8,13.1,241,146,214,126,331,234,312,81,234,220,195,186,341,321,382,248,163,303
143,201569,Eric Gordon,Eric,1610612746,LAC,34.0,56,16,40,0.286,29.3,1.4,1.1,1.0,4.9,12.8,8.5,10.3,30.8,0.4,0.5,1.1,2.1,20.8,140,313,498,446,115,189,214,207,153,503,423,486,106,185,371,119,129,185
144,1630647,Eugene Omoruyi,Eugene,1610612765,DET,26.0,27,9,18,0.333,12.5,0.9,1.2,0.5,3.2,4.1,4.6,2.4,12.1,0.0,0.3,2.0,1.4,9.8,385,403,189,429,373,303,193,340,243,122,207,80,381,463,278,350,202,365
145,203095,Evan Fournier,Evan,1610612752,NYK,30.0,23,13,10,0.565,18.0,0.7,0.8,0.7,1.4,7.6,5.8,5.7,16.0,0.1,0.2,1.9,0.8,12.8,404,359,102,158,271,351,290,279,399,286,276,274,309,383,153,299,341,306
146,1630596,Evan Mobley,Evan,1610612739,CLE,21.0,66,40,26,0.606,34.2,2.6,2.4,1.2,11.6,11.5,8.5,9.2,30.7,1.4,0.8,2.9,3.2,35.4,14,17,338,114,37,71,47,179,17,464,426,443,111,12,459,478,67,53
147,1630267,Facundo Campazzo,Facundo,1610612742,DAL,31.0,8,2,6,0.25,6.5,0.4,0.0,0.0,0.0,2.0,1.3,1.0,6.0,0.0,0.1,0.4,0.3,5.1,460,469,69,461,458,424,476,466,495,48,36,31,460,463,96,32,460,454
148,1628402,Frank Jackson,Frank,1610612762,UTA,24.0,1,0,1,0.0,5.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,3.9,510,509,9,509,474,480,476,466,495,1,24,1,412,463,1,1,490,470
149,1626163,Frank Kaminsky,Frank,1610612745,HOU,29.0,32,11,21,0.344,6.6,0.5,0.2,0.0,0.8,1.9,2.1,1.7,7.6,0.1,0.1,0.7,0.3,6.1,352,382,240,425,456,415,460,466,452,46,71,54,447,422,77,66,444,437
150,1628373,Frank Ntilikina,Frank,1610612742,DAL,24.0,41,19,22,0.463,11.8,0.6,0.1,0.5,0.7,3.7,3.5,2.5,11.9,0.1,0.2,1.3,0.6,6.0,298,277,263,336,381,392,465,363,458,103,147,84,386,418,148,165,397,438
151,1630532,Franz Wagner,Franz,1610612753,ORL,21.0,66,26,40,0.394,32.9,2.7,1.6,2.4,9.4,12.1,8.3,9.8,32.4,0.2,1.0,2.3,3.6,29.8,14,188,498,403,58,65,118,56,37,492,406,470,85,317,492,399,54,95
152,1627832,Fred VanVleet,Fred,1610612761,TOR,29.0,55,26,29,0.473,37.0,3.1,1.6,3.1,4.4,11.3,8.3,11.2,37.7,0.6,0.8,2.9,3.3,39.6,152,188,398,318,4,43,121,29,178,452,410,505,22,91,470,473,63,36
153,1627788,Furkan Korkmaz,Furkan,1610612755,PHI,25.0,26,18,8,0.692,10.0,0.5,0.6,0.1,1.3,4.2,2.6,3.5,11.1,0.1,0.2,0.4,0.9,6.7,392,286,89,43,411,396,363,446,404,127,94,149,396,402,169,33,313,425
154,1629216,Gabe Vincent,Gabe,1610612748,MIA,26.0,53,28,25,0.528,26.3,1.4,0.8,0.5,2.2,8.7,6.8,6.8,24.6,0.1,0.2,2.5,1.4,17.1,170,146,320,202,159,204,273,357,325,337,327,322,193,439,182,427,213,227
155,202066,Garrett Temple,Garrett,1610612740,NOP,36.0,19,11,8,0.579,7.0,0.2,0.0,0.5,0.6,2.7,2.6,1.4,7.2,0.1,0.1,0.7,0.1,5.2,420,382,89,142,450,459,476,355,464,69,96,46,451,453,83,71,482,452
156,1629726,Garrison Mathews,Garrison,1610612737,ATL,26.0,47,13,34,0.277,12.9,0.8,0.7,0.2,0.3,6.4,4.0,4.5,11.6,0.1,0.0,1.2,1.0,8.3,241,359,464,454,366,340,337,425,489,242,168,213,388,427,57,142,295,393
157,203914,Gary Harris,Gary,1610612753,ORL,28.0,36,15,21,0.417,24.9,1.3,0.9,0.9,1.9,8.8,6.9,7.5,26.4,0.1,0.3,2.0,0.9,15.6,323,325,240,389,175,217,257,242,344,347,336,357,169,378,262,334,303,253
158,1627780,Gary Payton II,Gary,1610612744,GSW,30.0,15,8,7,0.533,17.0,1.0,0.3,0.7,2.0,5.7,4.7,4.0,17.3,0.1,0.1,1.9,0.3,12.0,434,414,81,199,288,276,422,301,334,206,211,182,291,447,62,320,456,325
159,1629018,Gary Trent Jr.,Gary,1610612761,TOR,24.0,58,27,31,0.466,32.9,3.4,1.5,3.4,5.2,9.8,8.4,11.1,34.8,0.2,0.5,1.7,2.1,28.1,115,168,425,331,59,29,135,21,144,385,418,504,47,283,351,255,131,102
160,201588,George Hill,George,1610612754,IND,36.0,37,24,13,0.649,18.7,0.6,0.5,0.5,1.6,5.3,5.2,5.2,18.8,0.1,0.2,1.2,1.3,12.0,316,213,129,78,261,369,378,364,386,182,246,244,274,406,166,136,230,323
161,1627777,Georges Niang,Georges,1610612755,PHI,29.0,62,41,21,0.661,19.3,1.3,0.8,1.0,1.6,6.9,5.0,5.7,19.2,0.2,0.1,1.9,0.6,14.0,55,14,240,66,255,219,288,219,380,257,235,271,266,335,119,312,378,282
162,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,28.0,52,39,13,0.75,32.5,4.2,3.7,5.5,18.2,10.2,8.6,8.6,32.3,0.8,1.4,3.3,9.3,54.4,185,19,129,16,74,8,4,2,2,405,432,407,87,53,512,501,1,4
163,1629048,Goga Bitadze,Goga,1610612753,ORL,23.0,26,8,18,0.308,10.1,0.6,1.3,0.6,2.6,3.8,2.5,2.5,9.2,0.5,0.3,1.5,1.2,10.4,392,414,189,438,407,386,168,326,284,108,87,85,428,142,233,209,264,356
164,201609,Goran Dragic,Goran,1610612749,MIL,36.0,51,23,28,0.451,15.4,1.0,0.3,1.0,2.4,5.3,3.9,3.7,17.2,0.1,0.3,1.2,0.8,11.9,202,233,381,356,314,284,439,222,307,181,161,164,295,436,225,153,340,327
165,202330,Gordon Hayward,Gordon,1610612766,CHA,32.0,42,17,25,0.405,31.6,2.2,1.2,2.5,6.1,10.5,8.5,7.7,37.0,0.3,0.4,1.5,2.8,27.0,289,297,320,397,82,101,189,52,112,413,427,370,25,267,334,222,83,110
166,203476,Gorgui Dieng,Gorgui,1610612759,SAS,33.0,22,2,20,0.091,9.7,0.4,0.8,0.0,1.1,3.5,2.0,3.5,10.4,0.4,0.1,1.4,0.5,9.0,410,469,226,507,415,427,292,466,416,92,70,151,403,200,108,189,421,384
167,1629684,Grant Williams,Grant,1610612738,BOS,24.0,65,45,20,0.692,27.0,1.1,1.0,0.9,2.4,8.7,6.4,7.5,27.2,0.4,0.2,2.6,1.7,18.6,22,6,226,43,146,256,222,245,303,342,310,353,158,190,214,445,176,209
168,1628960,Grayson Allen,Grayson,1610612749,MIL,27.0,62,46,16,0.742,27.8,1.5,1.2,1.5,2.7,9.2,7.1,7.5,28.5,0.2,0.4,1.7,1.7,20.3,55,3,168,21,135,175,180,128,281,359,342,360,139,353,304,268,173,191
169,1630535,Greg Brown III,Greg,1610612757,POR,21.0,16,10,6,0.625,5.8,0.4,0.1,0.4,1.3,2.0,1.5,1.1,5.0,0.3,0.3,0.8,0.4,4.8,428,392,69,96,465,421,466,382,407,48,47,34,470,234,215,77,423,459
170,1628977,Hamidou Diallo,Hamidou,1610612765,DET,24.0,56,12,44,0.214,17.8,2.1,1.3,2.0,6.7,5.9,5.0,3.9,18.5,0.3,0.3,2.2,2.1,17.4,140,370,504,481,272,105,163,84,103,217,233,172,277,249,293,382,129,223
171,203084,Harrison Barnes,Harrison,1610612758,SAC,30.0,65,39,26,0.6,32.9,1.8,1.5,1.7,5.5,11.4,8.8,8.4,38.1,0.2,0.4,1.3,3.6,24.6,22,19,338,120,62,140,142,104,131,458,443,402,17,359,331,168,58,130
172,1629312,Haywood Highsmith,Haywood,1610612748,MIA,26.0,45,23,22,0.511,19.0,0.5,0.6,0.5,1.8,5.8,4.8,4.5,17.1,0.3,0.2,1.6,0.6,12.4,265,233,263,233,259,403,345,360,361,209,218,216,299,216,158,235,386,313
173,1630529,Herbert Jones,Herbert,1610612740,NOP,24.0,50,21,29,0.42,29.1,2.0,0.8,2.0,5.2,10.5,8.4,7.6,29.6,0.7,0.5,3.2,2.2,23.5,212,252,398,386,119,118,284,78,142,414,421,364,128,73,398,498,116,149
174,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,23.0,67,39,28,0.582,28.1,2.2,1.6,1.7,4.7,9.0,8.4,5.7,25.6,0.2,0.4,2.1,1.8,24.9,4,19,381,138,132,99,124,109,164,352,413,277,178,332,312,356,154,128
175,1630171,Isaac Okoro,Isaac,1610612739,CLE,22.0,68,42,26,0.618,21.3,1.5,0.6,1.6,3.0,6.7,5.3,5.3,20.9,0.4,0.2,2.0,1.1,13.9,1,12,338,105,227,181,361,119,260,251,251,249,241,171,179,328,277,284
176,1628392,Isaiah Hartenstein,Isaiah,1610612752,NYK,24.0,68,39,29,0.574,19.4,0.5,2.2,0.1,3.9,6.0,5.2,4.5,17.2,0.8,0.2,2.6,0.8,17.3,1,19,398,144,252,404,59,460,200,221,244,214,295,60,179,444,337,225
