,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
10,1630197,Aleksej Pokusevski,Aleksej,1610612760,OKC,21.0,31,15,16,0.484,21.9,1.5,1.1,1.1,4.3,8.5,6.9,6.3,23.5,1.3,0.2,1.8,0.9,22.5,359,325,168,291,217,172,207,187,186,327,329,300,205,15,199,290,308,161
11,1627936,Alex Caruso,Alex,1610612741,CHI,29.0,56,24,32,0.429,24.0,1.2,0.4,0.9,2.0,8.1,5.6,5.5,21.0,0.6,0.3,2.5,1.6,19.3,140,213,445,379,188,229,405,228,334,310,264,263,236,89,231,429,180,202
12,203458,Alex Len,Alex,1610612758,SAC,29.0,16,10,6,0.625,3.0,0.1,0.3,0.1,0.5,1.1,0.9,0.5,3.0,0.0,0.0,0.6,0.2,2.0,428,392,69,96,501,475,441,444,466,29,22,19,494,463,1,60,472,502
13,1628993,Alize Johnson,Alize,1610612759,SAS,26.0,4,1,3,0.25,7.4,0.0,0.0,0.8,1.5,1.8,0.3,1.3,6.0,0.0,0.0,0.8,1.0,4.9,484,485,35,461,448,480,476,275,391,40,11,40,460,463,1,73,284,455
14,1631214,Alondes Williams,Alondes,1610612751,BKN,23.0,1,1,0,1.0,5.3,0.0,0.0,0.0,0.0,6.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,-0.8,510,485,1,1,471,480,476,466,495,224,63,1,412,463,1,100,490,516
15,1630578,Alperen Sengun,Alperen,1610612745,HOU,20.0,61,12,49,0.197,28.2,1.3,2.6,0.6,10.9,12.1,7.8,10.8,28.2,0.9,0.8,3.4,4.6,33.7,75,370,513,489,131,212,32,327,21,490,381,498,142,39,464,508,27,62
16,1629599,Amir Coffey,Amir,1610612746,LAC,25.0,43,21,22,0.488,13.7,0.5,0.3,0.8,1.7,5.6,4.3,4.3,14.3,0.1,0.3,1.2,1.0,7.3,281,252,263,283,350,417,419,271,368,195,186,205,347,444,298,137,293,416
17,203083,Andre Drummond,Andre,1610612741,CHI,29.0,53,23,30,0.434,12.9,1.1,1.9,0.8,5.2,4.2,3.6,2.7,12.0,0.3,0.4,1.8,1.6,16.8,170,233,410,374,367,254,91,259,145,126,152,103,384,215,321,296,184,233
18,2738,Andre Iguodala,Andre,1610612744,GSW,39.0,6,1,5,0.167,14.3,0.3,0.3,0.3,1.0,5.8,2.5,3.3,14.3,0.3,0.0,1.2,1.2,8.2,473,485,54,495,337,434,422,395,419,214,87,133,346,216,1,138,261,395
19,1629614,Andrew Nembhard,Andrew,1610612754,IND,23.0,60,27,33,0.45,26.7,1.5,0.7,1.6,3.2,9.3,8.9,8.1,28.0,0.2,0.3,2.5,1.2,19.1,91,168,453,357,155,187,331,125,246,362,453,389,145,311,215,425,252,203
20,203952,Andrew Wiggins,Andrew,1610612744,GSW,28.0,37,19,18,0.514,32.2,3.1,2.1,2.0,6.8,11.5,8.9,9.4,32.9,0.8,0.6,2.9,2.2,31.2,316,277,189,232,77,46,69,88,101,465,449,455,75,65,405,479,117,82
21,1629014,Anfernee Simons,Anfernee,1610612757,POR,23.0,57,27,30,0.474,35.3,3.2,1.7,2.3,6.1,12.1,10.0,10.4,38.5,0.2,0.6,2.3,2.0,31.1,126,168,410,313,24,41,107,65,114,487,492,489,12,289,422,413,137,83
22,203076,Anthony Davis,Anthony,1610612747,LAL,29.0,41,20,21,0.488,33.4,3.5,4.7,2.2,16.1,11.3,8.9,11.4,34.6,2.1,1.0,2.7,6.0,52.4,298,263,240,285,50,27,1,70,3,453,452,507,55,6,493,454,11,5
23,1630162,Anthony Edwards,Anthony,1610612750,MIN,21.0,67,34,33,0.507,36.3,3.2,1.4,3.6,10.3,14.0,10.6,10.8,38.2,0.7,0.7,2.5,3.5,42.1,4,54,453,243,7,38,155,17,28,513,507,499,16,72,446,435,59,26
24,1630264,Anthony Gill,Anthony,1610612764,WAS,30.0,44,17,27,0.386,10.1,0.9,0.9,0.5,2.2,3.5,2.5,2.6,10.0,0.2,0.1,1.2,0.8,6.3,269,297,367,411,408,306,251,338,322,96,85,96,412,329,63,151,336,435
25,1630237,Anthony Lamb,Anthony,1610612744,GSW,25.0,50,28,22,0.56,20.1,0.5,0.5,0.7,2.3,9.5,5.2,5.3,19.4,0.3,0.2,2.3,1.1,15.1,212,146,263,164,241,412,380,288,313,369,245,252,262,242,159,410,268,262
26,1630559,Austin Reaves,Austin,1610612747,LAL,24.0,48,24,24,0.5,27.6,1.8,1.2,2.0,3.9,10.3,8.2,9.1,29.7,0.4,0.3,1.6,3.1,19.8,228,213,306,247,138,127,190,86,201,409,401,437,127,206,235,252,69,193
27,203085,Austin Rivers,Austin,1610612750,MIN,30.0,50,24,26,0.48,20.1,0.9,0.5,0.8,1.9,7.9,6.3,6.1,22.5,0.1,0.3,1.6,0.9,10.7,212,213,338,299,240,289,387,273,352,300,299,296,217,432,228,237,301,349
28,1630245,Ayo Dosunmu,Ayo,1610612741,CHI,23.0,64,30,34,0.469,27.4,1.8,1.0,2.3,5.3,9.5,6.8,8.0,27.5,0.3,0.6,2.5,1.0,18.7,32,100,464,324,141,138,240,64,138,370,326,385,152,226,432,431,294,208
29,1628389,Bam Adebayo,Bam,1610612748,MIA,25.0,62,32,30,0.516,34.9,3.4,2.6,2.0,15.2,10.5,8.0,8.6,32.8,0.8,0.6,2.9,5.0,41.1,55,79,410,224,31,30,33,80,7,421,390,409,76,50,428,474,20,30
30,1627732,Ben Simmons,Ben,1610612751,BKN,26.0,42,24,18,0.571,26.3,0.9,0.9,0.9,6.1,9.3,8.2,7.9,26.5,0.6,0.2,3.3,1.7,26.8,289,213,189,146,158,313,243,249,112,365,402,380,167,103,206,505,175,111
31,1631097,Bennedict Mathurin,Bennedict,1610612754,IND,20.0,67,30,37,0.448,27.8,2.7,1.7,3.7,7.3,10.2,9.2,8.1,30.1,0.1,1.1,2.0,4.0,23.9,4,100,482,362,136,68,104,13,85,404,462,393,119,399,500,346,42,139
32,202687,Bismack Biyombo,Bismack,1610612756,PHX,30.0,47,26,21,0.553,13.8,0.4,0.6,0.3,3.4,4.1,4.7,3.3,13.1,1.3,0.1,1.8,1.3,13.7,241,188,240,172,349,420,348,400,228,124,212,131,368,17,85,281,227,288
33,201933,Blake Griffin,Blake,1610612738,BOS,33.0,29,18,11,0.621,14.4,0.3,0.5,0.2,2.1,4.2,3.1,4.5,13.2,0.2,0.1,2.0,1.1,11.7,373,286,110,102,336,432,377,430,330,130,124,211,366,341,109,334,270,331
34,1631104,Blake Wesley,Blake,1610612759,SAS,19.0,21,4,17,0.19,15.1,0.7,0.3,0.7,1.7,7.6,4.1,7.7,18.1,0.0,0.5,1.9,0.6,9.4,413,453,179,491,317,362,422,286,369,288,170,370,281,456,357,313,382,375
35,1626246,Boban Marjanovic,Boban,1610612745,HOU,34.0,24,3,21,0.125,4.8,0.3,0.8,0.0,2.5,1.5,1.0,0.9,3.8,0.0,0.0,0.2,0.9,6.0,402,459,240,504,477,450,269,466,293,33,23,29,487,459,56,20,316,439
36,1626171,Bobby Portis,Bobby,1610612749,MIL,28.0,55,37,18,0.673,26.0,1.5,2.9,0.9,7.1,9.8,7.7,7.5,26.9,0.2,0.5,1.7,1.2,28.9,152,34,189,53,163,185,24,230,88,383,377,356,162,297,355,267,254,98
37,203992,Bogdan Bogdanovic,Bogdan,1610612737,ATL,30.0,41,20,21,0.488,28.9,1.2,0.8,1.7,3.3,9.3,9.3,9.1,29.9,0.3,0.3,1.7,1.3,25.2,298,263,240,285,123,224,283,111,232,366,465,439,124,214,232,266,226,125
38,202711,Bojan Bogdanovic,Bojan,1610612765,DET,33.0,59,15,44,0.254,32.1,2.9,2.0,2.4,6.9,12.5,10.6,9.1,37.3,0.1,1.3,1.9,3.6,29.8,101,325,504,460,78,55,72,58,94,496,509,436,24,379,509,316,57,94
39,1629626,Bol Bol,Bol,1610612753,ORL,23.0,62,24,38,0.387,22.2,1.7,2.1,1.6,6.2,8.9,6.6,7.8,21.9,1.3,0.3,1.3,1.2,21.5,55,213,484,409,210,148,65,121,111,348,317,375,222,16,263,173,255,173
40,1630538,Bones Hyland,Bones,1610612746,LAC,22.0,47,30,17,0.638,19.0,1.6,0.9,1.6,3.2,8.0,5.1,5.6,20.9,0.3,0.6,1.7,1.7,19.8,241,100,179,89,260,160,254,120,240,303,241,268,242,258,423,273,171,195
41,203078,Bradley Beal,Bradley,1610612764,WAS,29.0,44,23,21,0.523,33.6,2.3,1.9,1.3,10.5,11.0,10.2,9.3,34.6,0.7,0.6,2.0,3.3,37.8,269,233,240,210,48,92,89,160,27,440,494,450,53,81,421,327,63,41
42,1630527,Brandon Boston Jr.,Brandon,1610612746,LAC,21.0,21,8,13,0.381,11.7,0.6,0.5,1.1,2.9,5.1,3.1,4.3,13.1,0.0,0.5,1.0,1.4,10.5,413,414,129,415,383,378,389,184,269,174,122,201,367,463,387,100,221,353
43,1629634,Brandon Clarke,Brandon,1610612763,MEM,26.0,56,32,24,0.571,19.5,1.3,2.0,1.3,7.8,6.9,6.2,5.4,18.3,0.7,0.3,2.3,2.2,21.4,140,79,306,146,251,214,71,169,72,259,298,257,279,80,270,415,120,178
44,1627742,Brandon Ingram,Brandon,1610612740,NOP,25.0,31,14,17,0.452,32.7,3.9,2.3,1.8,7.9,11.7,9.3,8.9,33.5,0.4,0.7,2.7,4.5,36.1,359,344,179,355,66,18,49,97,70,476,464,430,68,186,452,452,28,47
45,1630296,Braxton Key,Braxton,1610612765,DET,26.0,3,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.3,3.0,1.3,3.3,0.0,0.0,0.0,0.7,1.7,494,509,35,509,502,480,476,466,495,13,114,42,489,463,1,1,364,507
46,201572,Brook Lopez,Brook,1610612749,MIL,34.0,65,47,18,0.723,30.4,1.1,2.4,0.5,7.0,10.2,7.5,7.6,29.6,2.5,0.4,2.5,2.0,32.5,22,2,189,28,93,250,46,344,92,406,366,366,129,3,302,438,135,68
47,1628971,Bruce Brown,Bruce,1610612743,DEN,26.0,65,46,19,0.708,28.3,2.0,0.7,2.6,5.9,11.0,8.1,7.5,30.5,0.6,0.5,2.3,1.3,24.4,22,3,214,37,127,119,320,44,122,443,395,354,116,91,370,411,243,135
48,1628981,Bruno Fernando,Bruno,1610612737,ATL,24.0,33,10,23,0.303,11.2,0.3,1.1,0.2,3.0,5.3,3.2,3.1,9.8,0.9,0.4,2.1,1.2,12.6,343,392,284,439,397,434,203,423,261,183,131,126,419,35,333,361,266,312
49,1631121,Bryce McGowens,Bryce,1610612766,CHA,20.0,32,11,21,0.344,14.8,0.5,0.5,0.5,1.7,5.5,4.2,4.1,15.0,0.1,0.3,0.7,1.0,7.8,352,382,240,425,325,415,380,345,376,192,175,188,333,390,246,69,284,409
50,1627854,Bryn Forbes,Bryn,1610612750,MIN,29.0,25,9,16,0.36,10.7,0.8,0.4,0.2,0.7,4.6,3.3,3.2,11.4,0.1,0.2,0.9,0.5,5.9,399,403,168,421,403,344,417,424,455,143,136,128,392,432,174,85,407,440
51,1631205,Buddy Boeheim,Buddy,1610612765,DET,23.0,2,0,2,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1,501,509,26,509,492,480,476,466,495,1,1,1,513,463,1,1,490,501
52,1627741,Buddy Hield,Buddy,1610612754,IND,30.0,67,30,37,0.448,31.9,3.0,1.7,3.9,3.6,11.3,10.6,9.5,34.1,0.3,0.5,2.0,0.9,29.9,4,100,482,362,80,49,114,9,219,451,508,457,65,233,360,346,320,90
53,203468,CJ McCollum,CJ,1610612740,NOP,31.0,59,28,31,0.475,35.1,2.3,1.6,2.8,6.8,12.8,9.9,10.8,37.9,0.5,0.8,2.0,2.4,36.8,101,146,425,309,29,91,122,34,97,502,489,497,19,114,469,330,105,45
54,1630595,Cade Cunningham,Cade,1610612765,DET,21.0,12,3,9,0.25,33.3,2.5,1.4,1.2,8.2,12.5,10.8,10.1,40.3,0.6,1.9,2.8,3.1,37.3,445,459,97,461,53,75,150,183,59,495,514,480,3,98,516,470,70,43
55,1631216,Caleb Houstan,Caleb,1610612753,ORL,20.0,38,13,25,0.342,15.8,0.6,0.7,0.2,0.7,6.9,4.3,6.0,16.2,0.1,0.1,1.4,0.3,7.8,311,359,320,428,307,375,304,428,454,255,187,288,307,434,106,184,457,404
56,1628997,Caleb Martin,Caleb,1610612748,MIA,27.0,57,29,28,0.509,29.8,1.8,1.5,1.6,3.9,9.9,7.2,7.5,29.2,0.5,0.4,2.1,1.8,21.8,126,124,381,238,105,142,144,118,203,395,344,352,133,138,326,355,162,169
57,1629629,Cam Reddish,Cam,1610612757,POR,23.0,31,13,18,0.419,24.9,1.8,0.8,1.6,4.4,8.3,8.0,8.5,27.5,0.4,0.5,1.8,1.4,18.3,359,359,189,387,176,139,291,122,179,318,388,405,153,205,364,290,219,212
58,1630560,Cam Thomas,Cam,1610612751,BKN,21.0,48,27,21,0.563,17.2,2.1,0.9,1.0,3.8,6.0,5.5,4.3,17.8,0.1,0.3,1.1,2.3,15.9,228,168,240,159,285,108,264,225,208,223,260,203,284,390,215,123,112,246
59,1629661,Cameron Johnson,Cameron,1610612751,BKN,27.0,27,17,10,0.63,26.7,3.1,2.0,2.3,3.7,8.3,7.8,7.4,27.6,0.3,0.4,1.9,1.9,25.8,385,297,102,93,153,47,83,66,215,319,380,350,149,216,328,305,147,118
60,1626166,Cameron Payne,Cameron,1610612756,PHX,28.0,34,20,14,0.588,22.3,1.2,1.4,1.1,4.1,7.6,6.9,5.9,23.9,0.2,0.4,2.0,1.5,22.2,334,263,142,131,206,226,161,199,191,291,335,285,199,336,340,334,189,166
61,1627747,Caris LeVert,Caris,1610612739,CLE,28.0,62,37,25,0.597,29.8,1.8,1.1,1.2,4.8,9.8,7.6,7.5,29.0,0.3,0.5,2.2,2.2,23.7,55,34,320,123,106,136,216,182,158,388,370,360,135,260,364,391,123,144
62,1630637,Carlik Jones,Carlik,1610612741,CHI,25.0,2,1,1,0.5,11.4,0.5,0.0,0.0,1.0,0.0,3.5,3.0,5.0,0.0,0.0,0.5,1.0,4.3,501,485,9,247,394,404,476,466,419,1,145,117,470,463,1,41,284,463
63,1626224,Cedi Osman,Cedi,1610612739,CLE,27.0,63,39,24,0.619,20.7,1.8,0.7,1.7,3.4,6.3,5.5,5.3,20.5,0.1,0.3,1.6,1.5,14.8,44,19,306,104,230,135,300,113,224,241,258,254,246,389,268,229,193,266
64,1629646,Charles Bassey,Charles,1610612759,SAS,22.0,32,7,25,0.219,14.7,0.9,2.3,0.1,4.4,5.7,3.6,4.8,15.8,0.9,0.1,2.1,0.8,17.5,352,427,320,479,326,297,53,453,181,205,149,225,315,36,96,362,333,221
65,1631320,Chima Moneke,Chima,1610612758,SAC,27.0,2,1,1,0.5,4.0,0.0,0.0,1.0,1.0,4.0,1.0,2.5,4.0,0.0,0.0,1.0,0.5,2.0,501,485,9,247,486,480,476,209,419,113,24,85,479,463,1,100,410,505
66,1629002,Chimezie Metu,Chimezie,1610612758,SAC,25.0,52,32,20,0.615,11.1,0.8,0.8,0.7,3.7,3.2,2.8,2.4,12.0,0.3,0.2,1.3,0.9,11.1,185,79,226,106,400,328,297,305,212,82,106,83,382,247,125,168,321,345
67,1628449,Chris Boucher,Chris,1610612761,TOR,30.0,61,30,31,0.492,20.3,2.5,3.0,2.0,5.0,5.9,5.0,6.0,19.9,0.8,0.5,1.9,2.0,21.2,75,100,425,271,237,76,22,83,151,219,230,290,255,51,391,321,134,180
68,1630537,Chris Duarte,Chris,1610612754,IND,25.0,43,18,25,0.419,19.4,1.3,1.0,1.0,2.1,7.7,5.9,6.4,21.0,0.2,0.4,1.4,1.4,14.6,281,286,320,388,254,207,228,223,327,294,278,307,238,306,320,192,203,269
69,101108,Chris Paul,Chris,1610612756,PHX,37.0,45,25,20,0.556,32.0,1.7,1.0,0.7,3.0,9.2,9.5,8.2,29.0,0.4,0.1,2.2,2.5,36.0,265,203,226,168,79,147,236,294,254,361,473,397,134,178,107,374,101,48
70,1629735,Chris Silva,Chris,1610612742,DAL,26.0,1,1,0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,510,485,1,1,503,480,476,466,334,1,1,66,479,463,1,334,490,510
71,1631128,Christian Braun,Christian,1610612743,DEN,21.0,60,42,18,0.7,14.6,0.9,0.4,1.3,2.4,5.7,3.8,4.4,16.7,0.2,0.3,1.2,0.5,9.5,91,12,189,39,328,307,408,170,302,203,158,208,303,328,278,138,419,373
72,1631132,Christian Koloko,Christian,1610612761,TOR,22.0,46,21,25,0.457,14.4,0.7,1.0,0.3,2.5,4.5,3.3,4.4,12.4,1.0,0.4,2.4,1.0,11.6,256,252,320,346,335,361,228,419,298,138,133,207,379,31,337,420,296,335
73,1626174,Christian Wood,Christian,1610612742,DAL,27.0,55,29,26,0.527,26.8,2.3,2.0,1.1,8.4,8.2,7.8,6.4,26.9,1.1,0.6,2.7,4.2,31.6,152,124,338,204,150,86,81,201,56,315,382,311,162,27,430,460,37,78
74,1629643,Chuma Okeke,Chuma,1610612753,ORL,24.0,21,5,16,0.238,19.5,0.9,0.9,0.1,1.3,8.1,6.3,7.7,21.7,0.4,0.2,1.6,0.7,13.8,413,440,168,469,249,313,262,452,400,314,304,367,228,162,167,244,354,286
75,203991,Clint Capela,Clint,1610612737,ATL,28.0,50,27,23,0.54,26.8,1.8,3.7,0.9,10.9,8.0,7.4,8.7,29.8,1.2,0.4,2.2,2.0,31.8,212,168,284,191,149,129,6,237,22,308,355,416,126,21,339,385,142,77
