"","typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"372","Regular Season","2021-22",22100372,2021-12-08,"HOU vs. BKN","HOU","BKN",7
"373","Regular Season","2021-22",22100373,2021-12-08,"DAL @ MEM","DAL","MEM",8
"374","Regular Season","2021-22",22100374,2021-12-08,"UTA @ MIN","UTA","MIN",9
"375","Regular Season","2021-22",22100375,2021-12-08,"NOP vs. DEN","DEN","NOP",10
"376","Regular Season","2021-22",22100376,2021-12-08,"GSW vs. POR","GSW","POR",11
"377","Regular Season","2021-22",22100377,2021-12-08,"SAC vs. ORL","SAC","ORL",12
"378","Regular Season","2021-22",22100378,2021-12-08,"BOS @ LAC","LAC","BOS",13
"379","Regular Season","2021-22",22100379,2021-12-09,"UTA @ PHI","UTA","PHI",1
"380","Regular Season","2021-22",22100380,2021-12-09,"MEM vs. LAL","MEM","LAL",2
"381","Regular Season","2021-22",22100381,2021-12-09,"DEN @ SAS","SAS","DEN",3
"382","Regular Season","2021-22",22100382,2021-12-10,"SAC @ CHA","CHA","SAC",1
"383","Regular Season","2021-22",22100383,2021-12-10,"IND vs. DAL","IND","DAL",2
"384","Regular Season","2021-22",22100384,2021-12-10,"BKN @ ATL","BKN","ATL",3
"385","Regular Season","2021-22",22100385,2021-12-10,"NYK @ TOR","TOR","NYK",4
"386","Regular Season","2021-22",22100386,2021-12-10,"HOU vs. MIL","MIL","HOU",5
"387","Regular Season","2021-22",22100387,2021-12-10,"CLE @ MIN","CLE","MIN",6
"388","Regular Season","2021-22",22100388,2021-12-10,"DET @ NOP","NOP","DET",7
"389","Regular Season","2021-22",22100389,2021-12-10,"LAL @ OKC","LAL","OKC",8
"390","Regular Season","2021-22",22100390,2021-12-10,"BOS @ PHX","PHX","BOS",9
"391","Regular Season","2021-22",22100391,2021-12-11,"ORL @ LAC","LAC","ORL",1
"392","Regular Season","2021-22",22100392,2021-12-11,"UTA @ WAS","UTA","WAS",2
"393","Regular Season","2021-22",22100393,2021-12-11,"SAC @ CLE","CLE","SAC",3
"394","Regular Season","2021-22",22100394,2021-12-11,"MIA vs. CHI","MIA","CHI",4
"395","Regular Season","2021-22",22100395,2021-12-11,"MEM vs. HOU","MEM","HOU",5
"396","Regular Season","2021-22",22100396,2021-12-11,"GSW @ PHI","PHI","GSW",6
"397","Regular Season","2021-22",22100397,2021-12-11,"DEN @ SAS","DEN","SAS",7
"398","Regular Season","2021-22",22100398,2021-12-12,"MIL @ NYK","MIL","NYK",1
"399","Regular Season","2021-22",22100399,2021-12-12,"BKN @ DET","BKN","DET",2
"400","Regular Season","2021-22",22100400,2021-12-12,"OKC vs. DAL","DAL","OKC",3
"401","Regular Season","2021-22",22100401,2021-12-12,"NOP @ SAS","SAS","NOP",4
"402","Regular Season","2021-22",22100402,2021-12-12,"POR vs. MIN","MIN","POR",5
"403","Regular Season","2021-22",22100403,2021-12-12,"ORL @ LAL","LAL","ORL",6
"404","Regular Season","2021-22",22100404,2021-12-13,"MIA @ CLE","CLE","MIA",1
"405","Regular Season","2021-22",22100405,2021-12-13,"IND vs. GSW","GSW","IND",2
"406","Regular Season","2021-22",22100406,2021-12-13,"TOR vs. SAC","TOR","SAC",3
"407","Regular Season","2021-22",22100407,2021-12-13,"HOU @ ATL","HOU","ATL",4
"408","Regular Season","2021-22",22100408,2021-12-13,"BOS vs. MIL","BOS","MIL",5
"409","Regular Season","2021-22",22100409,2021-12-13,"MEM vs. PHI","MEM","PHI",6
"410","Regular Season","2021-22",22100410,2021-12-13,"CHA @ DAL","DAL","CHA",7
"411","Regular Season","2021-22",22100411,2021-12-13,"DEN vs. WAS","DEN","WAS",8
"412","Regular Season","2021-22",22100412,2021-12-13,"PHX @ LAC","LAC","PHX",9
"413","Regular Season","2021-22",22100413,2021-12-14,"TOR @ BKN","BKN","TOR",1
"414","Regular Season","2021-22",22100414,2021-12-14,"GSW @ NYK","GSW","NYK",2
"415","Regular Season","2021-22",22100416,2021-12-14,"POR vs. PHX","PHX","POR",3
"416","Regular Season","2021-22",22100417,2021-12-15,"CLE vs. HOU","CLE","HOU",1
"417","Regular Season","2021-22",22100418,2021-12-15,"ATL @ ORL","ATL","ORL",2
"418","Regular Season","2021-22",22100419,2021-12-15,"MIA @ PHI","MIA","PHI",3
"419","Regular Season","2021-22",22100420,2021-12-15,"LAL @ DAL","LAL","DAL",4
"420","Regular Season","2021-22",22100421,2021-12-15,"IND @ MIL","MIL","IND",5
"421","Regular Season","2021-22",22100422,2021-12-15,"NOP @ OKC","NOP","OKC",6
"422","Regular Season","2021-22",22100423,2021-12-15,"CHA @ SAS","CHA","SAS",7
"423","Regular Season","2021-22",22100424,2021-12-15,"MIN @ DEN","MIN","DEN",8
"424","Regular Season","2021-22",22100425,2021-12-15,"LAC @ UTA","UTA","LAC",9
"425","Regular Season","2021-22",22100426,2021-12-15,"MEM @ POR","MEM","POR",10
"426","Regular Season","2021-22",22100427,2021-12-15,"SAC vs. WAS","SAC","WAS",11
"427","Regular Season","2021-22",22100428,2021-12-16,"IND vs. DET","IND","DET",1
"428","Regular Season","2021-22",22100429,2021-12-16,"PHI @ BKN","BKN","PHI",2
"429","Regular Season","2021-22",22100431,2021-12-16,"NYK @ HOU","NYK","HOU",3
"430","Regular Season","2021-22",22100432,2021-12-16,"PHX vs. WAS","PHX","WAS",4
"431","Regular Season","2021-22",22100433,2021-12-17,"ORL vs. MIA","MIA","ORL",1
"432","Regular Season","2021-22",22100434,2021-12-17,"DEN @ ATL","DEN","ATL",2
"433","Regular Season","2021-22",22100435,2021-12-17,"GSW @ BOS","GSW","BOS",3
"434","Regular Season","2021-22",22100436,2021-12-17,"LAL @ MIN","MIN","LAL",4
"435","Regular Season","2021-22",22100437,2021-12-17,"UTA vs. SAS","SAS","UTA",5
"436","Regular Season","2021-22",22100438,2021-12-17,"NOP vs. MIL","NOP","MIL",6
"437","Regular Season","2021-22",22100439,2021-12-17,"POR vs. CHA","POR","CHA",7
"438","Regular Season","2021-22",22100440,2021-12-17,"MEM @ SAC","MEM","SAC",8
"439","Regular Season","2021-22",22100441,2021-12-18,"HOU @ DET","HOU","DET",1
"440","Regular Season","2021-22",22100442,2021-12-18,"BKN vs. ORL","ORL","BKN",2
"441","Regular Season","2021-22",22100443,2021-12-18,"TOR vs. GSW","TOR","GSW",3
"442","Regular Season","2021-22",22100444,2021-12-18,"LAC @ OKC","OKC","LAC",4
"443","Regular Season","2021-22",22100445,2021-12-18,"NYK @ BOS","BOS","NYK",5
"444","Regular Season","2021-22",22100446,2021-12-18,"CLE @ MIL","CLE","MIL",6
"445","Regular Season","2021-22",22100447,2021-12-18,"UTA vs. WAS","WAS","UTA",7
"446","Regular Season","2021-22",22100448,2021-12-19,"LAL @ CHI","CHI","LAL",1
"447","Regular Season","2021-22",22100449,2021-12-19,"DET vs. MIA","DET","MIA",2
"448","Regular Season","2021-22",22100450,2021-12-19,"POR @ MEM","POR","MEM",3
"449","Regular Season","2021-22",22100451,2021-12-19,"SAC vs. SAS","SAC","SAS",4
"450","Regular Season","2021-22",22100455,2021-12-19,"MIN vs. DAL","MIN","DAL",5
"451","Regular Season","2021-22",22100456,2021-12-19,"PHX vs. CHA","PHX","CHA",6
"452","Regular Season","2021-22",22100457,2021-12-20,"PHI @ BOS","PHI","BOS",1
"453","Regular Season","2021-22",22100459,2021-12-20,"HOU @ CHI","CHI","HOU",2
"454","Regular Season","2021-22",22100460,2021-12-20,"OKC @ MEM","OKC","MEM",3
"455","Regular Season","2021-22",22100461,2021-12-20,"CHA @ UTA","UTA","CHA",4
"456","Regular Season","2021-22",22100462,2021-12-20,"SAC @ GSW","GSW","SAC",5
"457","Regular Season","2021-22",22100463,2021-12-20,"SAS @ LAC","SAS","LAC",6
"458","Regular Season","2021-22",22100465,2021-12-21,"MIA vs. IND","MIA","IND",1
"459","Regular Season","2021-22",22100466,2021-12-21,"NYK vs. DET","NYK","DET",2
"460","Regular Season","2021-22",22100467,2021-12-21,"NOP vs. POR","NOP","POR",3
"461","Regular Season","2021-22",22100468,2021-12-21,"MIN @ DAL","DAL","MIN",4
"462","Regular Season","2021-22",22100469,2021-12-21,"LAL vs. PHX","PHX","LAL",5
"463","Regular Season","2021-22",22100470,2021-12-22,"ATL vs. ORL","ORL","ATL",1
"464","Regular Season","2021-22",22100471,2021-12-22,"CLE @ BOS","BOS","CLE",2
"465","Regular Season","2021-22",22100473,2021-12-22,"HOU @ MIL","MIL","HOU",3
"466","Regular Season","2021-22",22100474,2021-12-22,"DEN @ OKC","OKC","DEN",4
"467","Regular Season","2021-22",22100475,2021-12-22,"SAC vs. LAC","LAC","SAC",5
"468","Regular Season","2021-22",22100476,2021-12-23,"IND vs. HOU","IND","HOU",1
"469","Regular Season","2021-22",22100477,2021-12-23,"ORL vs. NOP","NOP","ORL",2
"470","Regular Season","2021-22",22100478,2021-12-23,"ATL @ PHI","ATL","PHI",3
"471","Regular Season","2021-22",22100479,2021-12-23,"MIA vs. DET","MIA","DET",4
"472","Regular Season","2021-22",22100480,2021-12-23,"WAS @ NYK","WAS","NYK",5
"473","Regular Season","2021-22",22100481,2021-12-23,"MIL @ DAL","MIL","DAL",6
"474","Regular Season","2021-22",22100482,2021-12-23,"DEN vs. CHA","CHA","DEN",7
"475","Regular Season","2021-22",22100483,2021-12-23,"PHX vs. OKC","PHX","OKC",8
"476","Regular Season","2021-22",22100484,2021-12-23,"UTA vs. MIN","UTA","MIN",9
"477","Regular Season","2021-22",22100485,2021-12-23,"MEM @ GSW","GSW","MEM",10
"478","Regular Season","2021-22",22100487,2021-12-23,"LAL vs. SAS","SAS","LAL",11
"479","Regular Season","2021-22",22100488,2021-12-25,"ATL @ NYK","NYK","ATL",1
"480","Regular Season","2021-22",22100489,2021-12-25,"MIL vs. BOS","MIL","BOS",2
"481","Regular Season","2021-22",22100490,2021-12-25,"GSW @ PHX","GSW","PHX",3
"482","Regular Season","2021-22",22100491,2021-12-25,"LAL vs. BKN","BKN","LAL",4
"483","Regular Season","2021-22",22100492,2021-12-25,"UTA vs. DAL","UTA","DAL",5
"484","Regular Season","2021-22",22100493,2021-12-26,"ORL @ MIA","MIA","ORL",1
"485","Regular Season","2021-22",22100494,2021-12-26,"TOR @ CLE","CLE","TOR",2
"486","Regular Season","2021-22",22100495,2021-12-26,"WAS vs. PHI","PHI","WAS",3
"487","Regular Season","2021-22",22100496,2021-12-26,"SAC vs. MEM","MEM","SAC",4
"488","Regular Season","2021-22",22100497,2021-12-26,"OKC vs. NOP","OKC","NOP",5
"489","Regular Season","2021-22",22100498,2021-12-26,"SAS vs. DET","SAS","DET",6
"490","Regular Season","2021-22",22100499,2021-12-26,"CHI vs. IND","CHI","IND",7
"491","Regular Season","2021-22",22100500,2021-12-26,"DEN @ LAC","DEN","LAC",8
"492","Regular Season","2021-22",22100501,2021-12-27,"HOU @ CHA","CHA","HOU",1
"493","Regular Season","2021-22",22100502,2021-12-27,"ATL vs. CHI","CHI","ATL",2
"494","Regular Season","2021-22",22100503,2021-12-27,"BOS @ MIN","MIN","BOS",3
"495","Regular Season","2021-22",22100504,2021-12-27,"UTA @ SAS","UTA","SAS",4
"496","Regular Season","2021-22",22100505,2021-12-27,"MEM @ PHX","MEM","PHX",5
"497","Regular Season","2021-22",22100506,2021-12-27,"POR vs. DAL","DAL","POR",6
"498","Regular Season","2021-22",22100507,2021-12-27,"LAC vs. BKN","BKN","LAC",7
"499","Regular Season","2021-22",22100508,2021-12-28,"ORL vs. MIL","MIL","ORL",1
"500","Regular Season","2021-22",22100509,2021-12-28,"WAS @ MIA","MIA","WAS",2
"501","Regular Season","2021-22",22100510,2021-12-28,"PHI @ TOR","PHI","TOR",3
"502","Regular Season","2021-22",22100511,2021-12-28,"HOU vs. LAL","LAL","HOU",4
"503","Regular Season","2021-22",22100512,2021-12-28,"MIN vs. NYK","NYK","MIN",5
"504","Regular Season","2021-22",22100513,2021-12-28,"CLE @ NOP","NOP","CLE",6
"505","Regular Season","2021-22",22100514,2021-12-28,"DEN @ GSW","DEN","GSW",7
"506","Regular Season","2021-22",22100515,2021-12-28,"OKC @ SAC","SAC","OKC",8
"507","Regular Season","2021-22",22100516,2021-12-29,"DET vs. NYK","NYK","DET",1
"508","Regular Season","2021-22",22100517,2021-12-29,"IND vs. CHA","CHA","IND",2
"509","Regular Season","2021-22",22100518,2021-12-29,"LAC @ BOS","LAC","BOS",3
"510","Regular Season","2021-22",22100519,2021-12-29,"ATL @ CHI","CHI","ATL",4
"511","Regular Season","2021-22",22100520,2021-12-29,"MEM vs. LAL","MEM","LAL",5
"512","Regular Season","2021-22",22100522,2021-12-29,"OKC @ PHX","PHX","OKC",6
"513","Regular Season","2021-22",22100523,2021-12-29,"POR vs. UTA","UTA","POR",7
"514","Regular Season","2021-22",22100524,2021-12-29,"DAL @ SAC","SAC","DAL",8
"515","Regular Season","2021-22",22100525,2021-12-30,"BKN vs. PHI","PHI","BKN",1
"516","Regular Season","2021-22",22100526,2021-12-30,"ORL vs. MIL","MIL","ORL",2
"517","Regular Season","2021-22",22100527,2021-12-30,"CLE @ WAS","WAS","CLE",3
"518","Regular Season","2021-22",22100529,2021-12-31,"BOS vs. PHX","BOS","PHX",1
"519","Regular Season","2021-22",22100530,2021-12-31,"IND vs. CHI","CHI","IND",2
"520","Regular Season","2021-22",22100531,2021-12-31,"DAL @ SAC","DAL","SAC",3
"521","Regular Season","2021-22",22100532,2021-12-31,"HOU vs. MIA","MIA","HOU",4
"522","Regular Season","2021-22",22100533,2021-12-31,"CLE vs. ATL","ATL","CLE",5
"523","Regular Season","2021-22",22100534,2021-12-31,"LAC @ TOR","TOR","LAC",6
"524","Regular Season","2021-22",22100535,2021-12-31,"SAS @ MEM","MEM","SAS",7
"525","Regular Season","2021-22",22100536,2021-12-31,"OKC vs. NYK","OKC","NYK",8
"526","Regular Season","2021-22",22100537,2021-12-31,"UTA vs. MIN","UTA","MIN",9
"527","Regular Season","2021-22",22100538,2021-12-31,"POR @ LAL","LAL","POR",10
"528","Regular Season","2021-22",22100539,2022-01-01,"NOP @ MIL","MIL","NOP",1
"529","Regular Season","2021-22",22100540,2022-01-01,"SAS @ DET","DET","SAS",2
"530","Regular Season","2021-22",22100541,2022-01-01,"CHI @ WAS","CHI","WAS",3
"531","Regular Season","2021-22",22100542,2022-01-01,"BKN vs. LAC","LAC","BKN",4
"532","Regular Season","2021-22",22100543,2022-01-01,"HOU vs. DEN","DEN","HOU",5
"533","Regular Season","2021-22",22100544,2022-01-01,"GSW @ UTA","GSW","UTA",6
"534","Regular Season","2021-22",22100545,2022-01-02,"TOR vs. NYK","TOR","NYK",1
"535","Regular Season","2021-22",22100546,2022-01-02,"BOS vs. ORL","BOS","ORL",2
"536","Regular Season","2021-22",22100547,2022-01-02,"CLE vs. IND","CLE","IND",3
"537","Regular Season","2021-22",22100548,2022-01-02,"MIA @ SAC","SAC","MIA",4
"538","Regular Season","2021-22",22100549,2022-01-02,"CHA vs. PHX","PHX","CHA",5
"539","Regular Season","2021-22",22100550,2022-01-02,"DAL @ OKC","DAL","OKC",6
"540","Regular Season","2021-22",22100551,2022-01-02,"LAL vs. MIN","LAL","MIN",7
"541","Regular Season","2021-22",22100552,2022-01-03,"PHI vs. HOU","PHI","HOU",1
"542","Regular Season","2021-22",22100553,2022-01-03,"CHA @ WAS","WAS","CHA",2
"543","Regular Season","2021-22",22100554,2022-01-03,"MEM @ BKN","MEM","BKN",3
"544","Regular Season","2021-22",22100555,2022-01-03,"CHI vs. ORL","CHI","ORL",4
"545","Regular Season","2021-22",22100556,2022-01-03,"DET @ MIL","DET","MIL",5
"546","Regular Season","2021-22",22100557,2022-01-03,"UTA @ NOP","UTA","NOP",6
"547","Regular Season","2021-22",22100558,2022-01-03,"DAL vs. DEN","DAL","DEN",7
"548","Regular Season","2021-22",22100559,2022-01-03,"MIA @ GSW","GSW","MIA",8
"549","Regular Season","2021-22",22100560,2022-01-03,"POR vs. ATL","POR","ATL",9
"550","Regular Season","2021-22",22100561,2022-01-03,"LAC vs. MIN","MIN","LAC",10
"551","Regular Season","2021-22",22100562,2022-01-04,"CLE vs. MEM","MEM","CLE",1
"552","Regular Season","2021-22",22100563,2022-01-04,"SAS @ TOR","TOR","SAS",2
"553","Regular Season","2021-22",22100564,2022-01-04,"IND @ NYK","NYK","IND",3
"554","Regular Season","2021-22",22100565,2022-01-04,"NOP vs. PHX","PHX","NOP",4
"555","Regular Season","2021-22",22100566,2022-01-04,"LAL vs. SAC","LAL","SAC",5
"556","Regular Season","2021-22",22100567,2022-01-05,"DET @ CHA","CHA","DET",1
"557","Regular Season","2021-22",22100568,2022-01-05,"ORL vs. PHI","PHI","ORL",2
"558","Regular Season","2021-22",22100569,2022-01-05,"HOU @ WAS","HOU","WAS",3
"559","Regular Season","2021-22",22100570,2022-01-05,"SAS @ BOS","SAS","BOS",4
"560","Regular Season","2021-22",22100571,2022-01-05,"IND vs. BKN","BKN","IND",5
"561","Regular Season","2021-22",22100572,2022-01-05,"DAL vs. GSW","DAL","GSW",6
"562","Regular Season","2021-22",22100573,2022-01-05,"TOR @ MIL","TOR","MIL",7
"563","Regular Season","2021-22",22100574,2022-01-05,"OKC @ MIN","MIN","OKC",8
"564","Regular Season","2021-22",22100575,2022-01-05,"UTA @ DEN","UTA","DEN",9
"565","Regular Season","2021-22",22100576,2022-01-05,"POR vs. MIA","MIA","POR",10
"566","Regular Season","2021-22",22100577,2022-01-05,"ATL @ SAC","ATL","SAC",11
"567","Regular Season","2021-22",22100578,2022-01-06,"NYK vs. BOS","NYK","BOS",1
"568","Regular Season","2021-22",22100579,2022-01-06,"MEM vs. DET","MEM","DET",2
"569","Regular Season","2021-22",22100580,2022-01-06,"NOP vs. GSW","NOP","GSW",3
"570","Regular Season","2021-22",22100581,2022-01-06,"PHX vs. LAC","PHX","LAC",4
"571","Regular Season","2021-22",22100582,2022-01-07,"SAS @ PHI","PHI","SAS",1
"572","Regular Season","2021-22",22100583,2022-01-07,"BKN vs. MIL","MIL","BKN",2
"573","Regular Season","2021-22",22100584,2022-01-07,"TOR vs. UTA","TOR","UTA",3
"574","Regular Season","2021-22",22100585,2022-01-07,"CHI vs. WAS","CHI","WAS",4
"575","Regular Season","2021-22",22100586,2022-01-07,"DAL @ HOU","DAL","HOU",5
"576","Regular Season","2021-22",22100587,2022-01-07,"MIN @ OKC","MIN","OKC",6
"577","Regular Season","2021-22",22100588,2022-01-07,"DEN vs. SAC","DEN","SAC",7
"578","Regular Season","2021-22",22100589,2022-01-07,"LAL vs. ATL","LAL","ATL",8
"579","Regular Season","2021-22",22100590,2022-01-07,"CLE @ POR","CLE","POR",9
"580","Regular Season","2021-22",22100591,2022-01-08,"LAC vs. MEM","MEM","LAC",1
"581","Regular Season","2021-22",22100592,2022-01-08,"MIL @ CHA","CHA","MIL",2
"582","Regular Season","2021-22",22100593,2022-01-08,"DET vs. ORL","DET","ORL",3
"583","Regular Season","2021-22",22100594,2022-01-08,"IND vs. UTA","IND","UTA",4
"584","Regular Season","2021-22",22100595,2022-01-08,"BOS vs. NYK","BOS","NYK",5
"585","Regular Season","2021-22",22100596,2022-01-08,"MIA @ PHX","MIA","PHX",6
"586","Regular Season","2021-22",22100597,2022-01-09,"LAC vs. ATL","LAC","ATL",1
"587","Regular Season","2021-22",22100598,2022-01-09,"WAS @ ORL","WAS","ORL",2
"588","Regular Season","2021-22",22100599,2022-01-09,"NOP @ TOR","TOR","NOP",3
"589","Regular Season","2021-22",22100600,2022-01-09,"MIN @ HOU","MIN","HOU",4
"590","Regular Season","2021-22",22100601,2022-01-09,"OKC vs. DEN","DEN","OKC",5
"591","Regular Season","2021-22",22100602,2022-01-09,"SAS @ BKN","BKN","SAS",6
"592","Regular Season","2021-22",22100603,2022-01-09,"CHI @ DAL","DAL","CHI",7
"593","Regular Season","2021-22",22100604,2022-01-09,"CLE @ GSW","GSW","CLE",8
"594","Regular Season","2021-22",22100605,2022-01-09,"POR vs. SAC","POR","SAC",9
"595","Regular Season","2021-22",22100606,2022-01-09,"MEM @ LAL","MEM","LAL",10
"596","Regular Season","2021-22",22100486,2022-01-10,"BKN @ POR","POR","BKN",1
"597","Regular Season","2021-22",22100607,2022-01-10,"MIL @ CHA","CHA","MIL",2
"598","Regular Season","2021-22",22100608,2022-01-10,"UTA @ DET","DET","UTA",3
"599","Regular Season","2021-22",22100609,2022-01-10,"BOS vs. IND","BOS","IND",4
"600","Regular Season","2021-22",22100610,2022-01-10,"SAS @ NYK","NYK","SAS",5
"601","Regular Season","2021-22",22100611,2022-01-10,"CLE @ SAC","CLE","SAC",6
"602","Regular Season","2021-22",22100711,2022-01-10,"PHI @ HOU","PHI","HOU",7
"603","Regular Season","2021-22",22100415,2022-01-11,"DET @ CHI","CHI","DET",1
"604","Regular Season","2021-22",22100612,2022-01-11,"WAS vs. OKC","WAS","OKC",2
"605","Regular Season","2021-22",22100613,2022-01-11,"PHX @ TOR","PHX","TOR",3
"606","Regular Season","2021-22",22100614,2022-01-11,"MEM vs. GSW","MEM","GSW",4
"607","Regular Season","2021-22",22100615,2022-01-11,"NOP vs. MIN","NOP","MIN",5
"608","Regular Season","2021-22",22100616,2022-01-11,"DEN @ LAC","LAC","DEN",6
"609","Regular Season","2021-22",22100618,2022-01-12,"BOS @ IND","BOS","IND",1
"610","Regular Season","2021-22",22100619,2022-01-12,"CHA @ PHI","CHA","PHI",2
"611","Regular Season","2021-22",22100620,2022-01-12,"WAS vs. ORL","WAS","ORL",3
"612","Regular Season","2021-22",22100621,2022-01-12,"ATL vs. MIA","MIA","ATL",4
"613","Regular Season","2021-22",22100622,2022-01-12,"DAL @ NYK","NYK","DAL",5
"614","Regular Season","2021-22",22100623,2022-01-12,"SAS vs. HOU","HOU","SAS",6
"615","Regular Season","2021-22",22100624,2022-01-12,"UTA vs. CLE","CLE","UTA",7
"616","Regular Season","2021-22",22100625,2022-01-12,"BKN @ CHI","BKN","CHI",8
"617","Regular Season","2021-22",22100626,2022-01-12,"LAL @ SAC","SAC","LAL",9
"618","Regular Season","2021-22",22100627,2022-01-13,"GSW @ MIL","MIL","GSW",1
"619","Regular Season","2021-22",22100628,2022-01-13,"MIN @ MEM","MEM","MIN",2
"620","Regular Season","2021-22",22100629,2022-01-13,"LAC @ NOP","NOP","LAC",3
"621","Regular Season","2021-22",22100630,2022-01-13,"OKC @ BKN","OKC","BKN",4
"622","Regular Season","2021-22",22100631,2022-01-13,"DEN vs. POR","DEN","POR",5
"623","Regular Season","2021-22",22100632,2022-01-14,"ORL @ CHA","ORL","CHA",1
"624","Regular Season","2021-22",22100633,2022-01-14,"DET vs. TOR","DET","TOR",2
"625","Regular Season","2021-22",22100634,2022-01-14,"IND vs. PHX","PHX","IND",3
"626","Regular Season","2021-22",22100635,2022-01-14,"BOS @ PHI","PHI","BOS",4
"627","Regular Season","2021-22",22100636,2022-01-14,"ATL @ MIA","MIA","ATL",5
"628","Regular Season","2021-22",22100637,2022-01-14,"GSW @ CHI","GSW","CHI",6
"629","Regular Season","2021-22",22100638,2022-01-14,"CLE @ SAS","CLE","SAS",7
"630","Regular Season","2021-22",22100639,2022-01-14,"DAL @ MEM","DAL","MEM",8
"631","Regular Season","2021-22",22100640,2022-01-14,"HOU @ SAC","SAC","HOU",9
"632","Regular Season","2021-22",22100641,2022-01-15,"TOR @ MIL","TOR","MIL",1
"633","Regular Season","2021-22",22100642,2022-01-15,"WAS vs. POR","POR","WAS",2
"634","Regular Season","2021-22",22100643,2022-01-15,"ATL vs. NYK","NYK","ATL",3
"635","Regular Season","2021-22",22100644,2022-01-15,"BKN vs. NOP","BKN","NOP",4
"636","Regular Season","2021-22",22100645,2022-01-15,"PHI @ MIA","PHI","MIA",5
"637","Regular Season","2021-22",22100646,2022-01-15,"CLE @ OKC","CLE","OKC",6
"638","Regular Season","2021-22",22100647,2022-01-15,"BOS vs. CHI","BOS","CHI",7
"639","Regular Season","2021-22",22100648,2022-01-15,"SAS vs. LAC","SAS","LAC",8
"640","Regular Season","2021-22",22100649,2022-01-15,"LAL @ DEN","DEN","LAL",9
"641","Regular Season","2021-22",22100650,2022-01-15,"DAL vs. ORL","DAL","ORL",10
"642","Regular Season","2021-22",22100617,2022-01-16,"DET vs. PHX","PHX","DET",1
"643","Regular Season","2021-22",22100651,2022-01-16,"SAC vs. HOU","HOU","SAC",2
"644","Regular Season","2021-22",22100652,2022-01-16,"MIN vs. GSW","MIN","GSW",3
"645","Regular Season","2021-22",22100653,2022-01-16,"DEN vs. UTA","UTA","DEN",4
"646","Regular Season","2021-22",22100654,2022-01-17,"BOS vs. NOP","BOS","NOP",1
"647","Regular Season","2021-22",22100655,2022-01-17,"CHA @ NYK","CHA","NYK",2
"648","Regular Season","2021-22",22100656,2022-01-17,"WAS vs. PHI","WAS","PHI",3
"649","Regular Season","2021-22",22100657,2022-01-17,"CLE vs. BKN","CLE","BKN",4
"650","Regular Season","2021-22",22100658,2022-01-17,"CHI @ MEM","MEM","CHI",5
"651","Regular Season","2021-22",22100659,2022-01-17,"IND @ LAC","LAC","IND",6
"652","Regular Season","2021-22",22100660,2022-01-17,"ATL vs. MIL","ATL","MIL",7
"653","Regular Season","2021-22",22100661,2022-01-17,"ORL vs. POR","POR","ORL",8
"654","Regular Season","2021-22",22100662,2022-01-17,"MIA vs. TOR","MIA","TOR",9
"655","Regular Season","2021-22",22100663,2022-01-17,"OKC @ DAL","DAL","OKC",10
"656","Regular Season","2021-22",22100664,2022-01-17,"PHX @ SAS","PHX","SAS",11
"657","Regular Season","2021-22",22100665,2022-01-17,"LAL vs. UTA","LAL","UTA",12
"658","Regular Season","2021-22",22100666,2022-01-18,"NYK vs. MIN","MIN","NYK",1
"659","Regular Season","2021-22",22100667,2022-01-18,"DET @ GSW","GSW","DET",2
"660","Regular Season","2021-22",22100668,2022-01-19,"ORL @ PHI","PHI","ORL",1
"661","Regular Season","2021-22",22100669,2022-01-19,"WAS vs. BKN","BKN","WAS",2
"662","Regular Season","2021-22",22100670,2022-01-19,"ATL vs. MIN","ATL","MIN",3
"663","Regular Season","2021-22",22100671,2022-01-19,"CHA @ BOS","CHA","BOS",4
"664","Regular Season","2021-22",22100672,2022-01-19,"POR @ MIA","MIA","POR",5
"665","Regular Season","2021-22",22100673,2022-01-19,"CHI vs. CLE","CHI","CLE",6
"666","Regular Season","2021-22",22100674,2022-01-19,"MEM @ MIL","MIL","MEM",7
"667","Regular Season","2021-22",22100675,2022-01-19,"TOR @ DAL","DAL","TOR",8
"668","Regular Season","2021-22",22100676,2022-01-19,"OKC @ SAS","SAS","OKC",9
"669","Regular Season","2021-22",22100677,2022-01-19,"UTA vs. HOU","HOU","UTA",10
"670","Regular Season","2021-22",22100678,2022-01-19,"LAC @ DEN","DEN","LAC",11
"671","Regular Season","2021-22",22100679,2022-01-19,"SAC vs. DET","DET","SAC",12
"672","Regular Season","2021-22",22100680,2022-01-19,"IND @ LAL","IND","LAL",13
"673","Regular Season","2021-22",22100681,2022-01-20,"NOP @ NYK","NOP","NYK",1
"674","Regular Season","2021-22",22100682,2022-01-20,"DAL vs. PHX","PHX","DAL",2
"675","Regular Season","2021-22",22100683,2022-01-20,"GSW vs. IND","IND","GSW",3
"676","Regular Season","2021-22",22100684,2022-01-21,"CHA vs. OKC","CHA","OKC",1
"677","Regular Season","2021-22",22100685,2022-01-21,"ORL vs. LAL","LAL","ORL",2
"678","Regular Season","2021-22",22100686,2022-01-21,"PHI vs. LAC","LAC","PHI",3
"679","Regular Season","2021-22",22100687,2022-01-21,"MIA @ ATL","ATL","MIA",4
"680","Regular Season","2021-22",22100688,2022-01-21,"POR @ BOS","POR","BOS",5
