Date,Team,Acquired,Relinquished,Notes
10/26/2010,Blazers,,Elliot Williams,placed on IL
10/26/2010,Blazers,,Greg Oden,placed on IL with left knee injury (out for season)
10/26/2010,Blazers,,Joel Przybilla,placed on IL placed on IL recovering from surgery on right knee to repair ruptured patella tendon
10/26/2010,Celtics,,Avery Bradley,placed on IL recovering from surgery on left ankle
10/26/2010,Celtics,,Kendrick Perkins,placed on IL recovering from surgery on right knee to repair torn ACL
10/26/2010,Celtics,,Luke Harangody,placed on IL
10/26/2010,Heat,,Dexter Pittman,placed on IL
10/26/2010,Heat,,Jerry Stackhouse,placed on IL
10/26/2010,Heat,,Mike Miller,placed on IL recovering from surgery on right hand to repair a broken thumb and ligament damage
10/26/2010,Lakers,,Andrew Bynum,placed on IL recovering from surgery on right knee to repair torn ligaments
10/26/2010,Lakers,,Luke Walton,placed on IL with strained right hamstring
10/26/2010,Rockets,,Jermaine Taylor,placed on IL
10/26/2010,Rockets,,Kyle Lowry,placed on IL with back spasms
10/26/2010,Rockets,,Patrick Patterson,placed on IL
10/26/2010,Suns,,Gani Lawal,placed on IL
10/26/2010,Suns,,Matt Janning,placed on IL
10/27/2010,76ers,,Craig Brackins,placed on IL
10/27/2010,76ers,,Jodie Meeks,placed on IL
10/27/2010,Bobcats,,Dominic McGuire,placed on IL with stress fracture in left shin
10/27/2010,Bobcats,,Eduardo Najera,placed on IL with sports hernia
10/27/2010,Bobcats,,Kwame Brown,placed on IL with sprained left ankle
10/27/2010,Bucks,,Chris Douglas-Roberts,placed on IL with right eye injury
10/27/2010,Bucks,,Michael Redd,placed on IL recovering from surgery on left knee to repair torn ACL
10/27/2010,Bulls,,Carlos Boozer,placed on IL with fractured bone in right pinky finger
10/27/2010,Cavaliers,,Christian Eyenga,placed on IL
10/27/2010,Cavaliers,,Maurice Williams / Mo Williams,placed on IL with groin injury
10/27/2010,Cavaliers,,Samardo Samuels,placed on IL
10/27/2010,Clippers,,Craig Smith,placed on IL with back injury
10/27/2010,Clippers,,Willie Warren,placed on IL
10/27/2010,Grizzlies,,Greivis Vasquez,placed on IL recovering from surgery on right ankle to remove bone spur
10/27/2010,Grizzlies,,Marc Gasol,placed on IL with sprained right ankle / left ankle
10/27/2010,Hawks,,Etan Thomas,placed on IL
10/27/2010,Hawks,,Pape Sy,placed on IL with strained lower back
10/27/2010,Heat,,Jamaal Magloire,placed on IL
10/27/2010,Heat,Jerry Stackhouse,,activated from IL
10/27/2010,Hornets,,Aaron Gray,placed on IL
10/27/2010,Hornets,,Joe Alexander,placed on IL
10/27/2010,Hornets,,Quincy Pondexter,placed on IL
10/27/2010,Jazz,,Mehmet Okur,placed on IL recovering from surgery to repair torn left Achilles tendon
10/27/2010,Kings,,Antoine Wright,placed on IL
10/27/2010,Kings,,Samuel Dalembert,placed on IL with strained left abductor
10/27/2010,Knicks,,Anthony Randolph,placed on IL with sprained left ankle
10/27/2010,Knicks,,Eddy Curry,placed on IL with strained right hamstring
10/27/2010,Knicks,,Kelenna Azubuike,placed on IL recovering from arthroscopic surgery on right knee
10/27/2010,Mavericks,,Alexis Ajinca / Alex Ajinca,placed on IL
10/27/2010,Mavericks,,Rodrigue Beaubois,placed on IL with fractured left foot
10/27/2010,Mavericks,,Steve Novak,placed on IL
10/27/2010,Nets,,Ben Uzoh,placed on IL
10/27/2010,Nets,,Quinton Ross,placed on IL
10/27/2010,Nets,,Troy Murphy,placed on IL with strained lower back
10/27/2010,Nuggets,,Chris Andersen,placed on IL recovering from surgery on right knee to repair partially torn patella tendon
10/27/2010,Nuggets,,Kenyon Martin,placed on IL recovering from surgery on left knee
10/27/2010,Pacers,,A.J. Price,placed on IL
10/27/2010,Pacers,,Dahntay Jones,placed on IL
10/27/2010,Pacers,,Lance Stephenson,placed on IL
10/27/2010,Pistons,,Chris Wilcox,placed on IL with sore left hamstring
10/27/2010,Pistons,,Jonas Jerebko,placed on IL recovering from surgery to repair torn right Achilles tendon (out for season)
10/27/2010,Pistons,,Terrico White,placed on IL recovering from surgery on right foot to repair broken fifth metatarsal (out for season)
10/27/2010,Raptors,,Ed Davis (a),placed on IL recovering from arthroscopic surgery on right kene to repair torn meniscus
10/27/2010,Raptors,,Marcus Banks,placed on IL
10/27/2010,Raptors,,Solomon Alabi,placed on IL
10/27/2010,Rockets,,Yao Ming,placed on IL
10/27/2010,Rockets,Jermaine Taylor,,activated from IL
10/27/2010,Spurs,,Alonzo Gee,placed on IL
10/27/2010,Spurs,,Tiago Splitter,placed on IL with strained right plantaris muscle / calf injury (CBC)
10/27/2010,Thunder,,Byron Mullens / B.J. Mullens,placed on IL
10/27/2010,Thunder,,Morris Peterson,placed on IL
10/27/2010,Thunder,,Nick Collison,placed on IL with stress reaction in lower left leg
10/27/2010,Timberwolves,,Jonny Flynn,placed on IL recovering from surgery on left hip
10/27/2010,Timberwolves,,Martell Webster,placed on IL recovering from surgery on back
10/27/2010,Timberwolves,,Maurice Ager,placed on IL with bruised left quadriceps
10/27/2010,Warriors,,Ekpe Udoh,placed on IL recovering from surgery on left wrist
10/27/2010,Warriors,,Jeremy Lin,placed on IL
10/27/2010,Warriors,,Louis Amundson / Lou Amundson,placed on IL recovering from surgery to repair fractured right index finger
10/28/2010,Magic,,Daniel Orton,placed on IL
10/28/2010,Magic,,Malik Allen,placed on IL
10/28/2010,Wizards,,Gilbert Arenas,placed on IL with sprained right ankle
10/28/2010,Wizards,,Josh Howard,placed on IL with torn ACL in left knee
10/28/2010,Wizards,,Kevin Seraphin,placed on IL
10/29/2010,Cavaliers,Samardo Samuels,,activated from IL
10/29/2010,Celtics,,Jermaine O'Neal,placed on IL with left knee injury
10/29/2010,Celtics,Luke Harangody,,activated from IL
10/29/2010,Grizzlies,,Zach Randolph,placed on IL with bruised tailbone
10/29/2010,Grizzlies,Marc Gasol,,activated from IL
10/29/2010,Hawks,,Maurice Evans,placed on IL with right knee inflammation
10/29/2010,Hawks,Etan Thomas,,activated from IL
10/29/2010,Heat,,Juwan Howard,placed on IL
10/29/2010,Heat,Jamaal Magloire,,activated from IL
10/29/2010,Kings,,Eugene Jeter / Pooh Jeter,placed on IL
10/29/2010,Kings,,Hassan Whiteside,placed on IL
10/29/2010,Kings,Antoine Wright,,activated from IL
10/29/2010,Kings,Samuel Dalembert,,activated from IL
10/29/2010,Raptors,,Joey Dorsey,placed on IL
10/29/2010,Raptors,Marcus Banks,,activated from IL
10/29/2010,Warriors,,Jeff Adrien,placed on IL
10/29/2010,Warriors,Jeremy Lin,,activated from IL
10/30/2010,Cavaliers,,Samardo Samuels,placed on IL
10/30/2010,Grizzlies,,Xavier Henry,placed on IL
10/30/2010,Grizzlies,Greivis Vasquez,,activated from IL
10/30/2010,Pacers,,Jeff Foster,placed on IL
10/30/2010,Pacers,Dahntay Jones,,activated from IL
10/30/2010,Rockets,,Ishmael Smith / Ish Smith,placed on IL
10/30/2010,Rockets,Kyle Lowry,,activated from IL
10/30/2010,Rockets,Yao Ming,,activated from IL
10/30/2010,Spurs,,Matt Bonner,placed on IL with sprained right ankle
10/30/2010,Spurs,Alonzo Gee,,activated from IL
10/30/2010,Wizards,Kevin Seraphin,,activated from IL
10/31/2010,Clippers,,Randy Foye,placed on IL with strained left hamstring
10/31/2010,Clippers,Craig Smith,,activated from IL
10/31/2010,Warriors,,Stephen Curry,placed on IL with sprained right ankle
10/31/2010,Warriors,Jeff Adrien,,activated from IL
11/1/2010,Clippers,,Baron Davis,placed on IL with sore left knee
11/1/2010,Clippers,Willie Warren,,activated from IL
11/1/2010,Raptors,,Marcus Banks,placed on IL
11/1/2010,Raptors,Joey Dorsey,,activated from IL
11/1/2010,Spurs,,Alonzo Gee,placed on IL
11/1/2010,Spurs,Tiago Splitter,,activated from IL
11/2/2010,Blazers,,Patty Mills,placed on IL
11/2/2010,Blazers,Elliot Williams,,activated from IL
11/2/2010,Cavaliers,,Antawn Jamison,placed on IL with sore left knee
11/2/2010,Cavaliers,Maurice Williams / Mo Williams,,activated from IL
11/2/2010,Celtics,,Shaquille O'Neal,placed on IL with bruised right knee
11/2/2010,Celtics,Jermaine O'Neal,,activated from IL
11/2/2010,Grizzlies,,Greivis Vasquez,placed on IL
11/2/2010,Grizzlies,Xavier Henry,,activated from IL
11/2/2010,Heat,,Jamaal Magloire,placed on IL
11/2/2010,Heat,Juwan Howard,,activated from IL
11/3/2010,Grizzlies,,DeMarre Carroll,placed on IL
11/3/2010,Grizzlies,Greivis Vasquez,,activated from IL
11/3/2010,Hornets,,Predrag Stojakovic / Peja Stojakovic,placed on IL
11/3/2010,Hornets,Quincy Pondexter,,activated from IL
11/3/2010,Nets,,Joe Smith (Leynard),placed on IL
11/3/2010,Nets,,Stephen Graham,placed on IL
11/3/2010,Nets,Quinton Ross,,activated from IL
11/3/2010,Nets,Troy Murphy,,activated from IL
11/3/2010,Rockets,,Jermaine Taylor,placed on IL
11/3/2010,Rockets,Kyle Lowry,,activated from IL
11/3/2010,Spurs,,George Hill,placed on IL with neck injury
11/3/2010,Spurs,Alonzo Gee,,activated from IL
11/3/2010,Timberwolves,,Michael Beasley,placed on IL with bruised left hip
11/3/2010,Timberwolves,Maurice Ager,,activated from IL
11/4/2010,Blazers,Patty Mills,,activated from IL
11/4/2010,Knicks,,Shawne Williams,placed on IL
11/4/2010,Knicks,Anthony Randolph,,activated from IL
11/5/2010,Grizzlies,,Hamed Haddadi,placed on IL
11/5/2010,Grizzlies,Zach Randolph,,activated from IL
11/5/2010,Lakers,,Devin Ebanks,placed on IL
11/5/2010,Lakers,Luke Walton,,activated from IL
11/5/2010,Timberwolves,,Maurice Ager,placed on IL
11/5/2010,Timberwolves,Michael Beasley,,activated from IL
11/5/2010,Warriors,,Jeremy Lin,placed on IL
11/5/2010,Warriors,Stephen Curry,,activated from IL
11/5/2010,Wizards,Gilbert Arenas,,activated from IL
11/6/2010,Blazers,,Elliot Williams,"placed on IL with dislocated patella in right knee (surgery, out for season)"
11/6/2010,Heat,,Juwan Howard,placed on IL
11/6/2010,Heat,Jamaal Magloire,,activated from IL
11/6/2010,Kings,Eugene Jeter / Pooh Jeter,,activated from IL
11/6/2010,Kings,Hassan Whiteside,,activated from IL
11/6/2010,Magic,,Jameer Nelson,placed on IL with sprained left ankle
11/6/2010,Magic,Malik Allen,,activated from IL
11/6/2010,Raptors,,Sonny Weems,placed on IL with ankle injury
11/6/2010,Raptors,Marcus Banks,,activated from IL
11/6/2010,Rockets,,Kyle Lowry,placed on IL with sore back
11/6/2010,Rockets,,Yao Ming,placed on IL with foot injury / rest
11/6/2010,Rockets,Ishmael Smith / Ish Smith,,activated from IL
11/6/2010,Rockets,Jermaine Taylor,,activated from IL
11/6/2010,Spurs,George Hill,,activated from IL
11/7/2010,76ers,,Andre Iguodala,placed on IL with right Achilles tendon injury
11/7/2010,76ers,Jodie Meeks,,activated from IL
11/7/2010,Rockets,,Aaron Brooks,placed on IL with sprained left ankle
11/7/2010,Rockets,Yao Ming,,activated from IL
11/7/2010,Thunder,,Jeff Green,placed on IL with sprained left ankle
11/7/2010,Thunder,Morris Peterson,,activated from IL
11/7/2010,Timberwolves,,Lazar Hayward,placed on IL
11/7/2010,Timberwolves,Michael Beasley,,activated from IL (P)
11/7/2010,Warriors,,Jeff Adrien,placed on IL
11/7/2010,Warriors,Jeremy Lin,,activated from IL
11/8/2010,Raptors,,Joey Dorsey,placed on IL
11/8/2010,Raptors,Sonny Weems,,activated from IL
11/8/2010,Spurs,,Garrett Temple,placed on IL
11/9/2010,Cavaliers,,Manny Harris,placed on IL
11/9/2010,Cavaliers,Antawn Jamison,,activated from IL
11/9/2010,Clippers,,Eric Gordon,placed on IL with left shoulder injury
11/9/2010,Clippers,Baron Davis,,activated from IL
11/9/2010,Lakers,,Derrick Caracter,placed on IL
11/9/2010,Lakers,Devin Ebanks,,activated from IL
11/9/2010,Nets,,Terrence Williams,placed on IL with lower abdominal strain
11/9/2010,Nets,Stephen Graham,,activated from IL
11/9/2010,Timberwolves,,Luke Ridnour,placed on IL with strained hamstring
11/9/2010,Timberwolves,Lazar Hayward,,activated from IL
11/10/2010,76ers,Craig Brackins,,activated from IL
11/10/2010,Clippers,,Baron Davis,placed on IL with sore left knee
11/10/2010,Kings,,Eugene Jeter / Pooh Jeter,placed on IL
11/10/2010,Kings,,Hassan Whiteside,placed on IL
11/10/2010,Knicks,,Ronny Turiaf,placed on IL with sprained left knee
11/10/2010,Knicks,Shawne Williams,,activated from IL
11/10/2010,Magic,,Malik Allen,placed on IL
11/10/2010,Magic,Jameer Nelson,,activated from IL
11/10/2010,Mavericks,,Caron Butler,placed on IL with back spasms
11/10/2010,Mavericks,Steve Novak,,activated from IL
11/10/2010,Nets,,Stephen Graham,placed on IL
11/10/2010,Nets,,Troy Murphy,placed on IL with sore right foot
11/10/2010,Nets,Ben Uzoh,,activated from IL
11/10/2010,Nets,Joe Smith (Leynard),,activated from IL
11/10/2010,Raptors,,Leandro Barbosa,placed on IL with strained left shoulder
11/10/2010,Raptors,Joey Dorsey,,activated from IL
11/10/2010,Rockets,,Jermaine Taylor,placed on IL
11/10/2010,Rockets,Kyle Lowry,,activated from IL
11/10/2010,Warriors,,Dan Gadzuric,placed on IL with back spasms
11/10/2010,Warriors,Jeff Adrien,,activated from IL
11/10/2010,Wizards,,Kevin Seraphin,placed on IL
11/10/2010,Wizards,,Lester Hudson,placed on IL
11/10/2010,Clippers,Eric Gordon,,activated from IL
11/11/2010,Celtics,Shaquille O'Neal,,activated from IL
11/11/2010,Lakers,,Theo Ratliff,placed on IL with left knee tendinitis
11/11/2010,Lakers,Derrick Caracter,,activated from IL
11/11/2010,Warriors,Dan Gadzuric,,activated from IL
11/12/2010,76ers,,Craig Brackins,placed on IL
11/12/2010,76ers,,Darius Songaila,placed on IL
11/12/2010,76ers,Andre Iguodala,,activated from IL
11/12/2010,Clippers,,Chris Kaman,placed on IL with knee injury (P)
11/12/2010,Hawks,,Etan Thomas,placed on IL
11/12/2010,Hawks,Maurice Evans,,activated from IL
11/12/2010,Raptors,,David Andersen,placed on IL with flu
11/12/2010,Raptors,,Linas Kleiza,placed on IL with right Achilles tendinitis
11/12/2010,Raptors,Ed Davis (a),,activated from IL
11/12/2010,Raptors,Solomon Alabi,,activated from IL
11/12/2010,Rockets,,Yao Ming,placed on IL with sprained left ankle (later diagnosed as stress fracture in left ankle)
11/12/2010,Rockets,Jermaine Taylor,,activated from IL
11/12/2010,Thunder,Byron Mullens / B.J. Mullens,,activated from IL
11/12/2010,Clippers,Randy Foye,,activated from IL
11/13/2010,Bobcats,Eduardo Najera,,activated from IL
11/13/2010,Cavaliers,,Anderson Varejao,placed on IL with bruised ribs
11/13/2010,Cavaliers,,Maurice Williams / Mo Williams,placed on IL with strained left groin
11/13/2010,Cavaliers,Manny Harris,,activated from IL
11/13/2010,Cavaliers,Samardo Samuels,,activated from IL
11/13/2010,Heat,,Jamaal Magloire,placed on IL
11/13/2010,Heat,Juwan Howard,,activated from IL
11/13/2010,Hornets,,Marcus Thornton (T.),placed on IL
11/13/2010,Hornets,Predrag Stojakovic / Peja Stojakovic,,activated from IL
11/13/2010,Nets,,Joe Smith (Leynard),placed on IL
11/13/2010,Nets,Troy Murphy,,activated from IL
11/13/2010,Raptors,,Ed Davis (a),placed on IL
11/13/2010,Raptors,David Andersen,,activated from IL
11/13/2010,Spurs,,James Anderson,placed on IL with stress fracture in right foot
11/13/2010,Spurs,Matt Bonner,,activated from IL
11/14/2010,Lakers,,Steve Blake,placed on IL with stomach ache
11/14/2010,Lakers,Theo Ratliff,,activated from IL
11/14/2010,Pistons,,DaJuan Summers,placed on IL
11/14/2010,Pistons,Chris Wilcox,,activated from IL
11/14/2010,Thunder,,Byron Mullens / B.J. Mullens,placed on IL
11/14/2010,Thunder,,Daequan Cook,placed on IL
11/14/2010,Thunder,Jeff Green,,activated from IL
11/14/2010,Thunder,Nick Collison,,activated from IL
11/15/2010,Bobcats,,Gerald Henderson (b),placed on IL with sore left knee
11/15/2010,Bobcats,Kwame Brown,,activated from IL
11/15/2010,Magic,,J.J. Redick,placed on IL with back spasms
11/15/2010,Magic,Malik Allen,,activated from IL
11/15/2010,Nets,,Damion James,placed on IL
11/15/2010,Nets,Stephen Graham,,activated from IL
11/15/2010,Suns,,Robin Lopez,placed on IL with sprained ligaments in left knee
11/15/2010,Suns,Gani Lawal,,activated from IL
11/15/2010,Thunder,,Jeff Green,placed on IL with sprained left ankle
11/16/2010,76ers,,Andre Iguodala,placed on IL with right Achilles tendon injury
11/16/2010,76ers,Darius Songaila,,activated from IL
11/16/2010,Cavaliers,,Samardo Samuels,placed on IL
11/16/2010,Cavaliers,Anderson Varejao,,activated from IL
11/16/2010,Knicks,,Shawne Williams,placed on IL
11/16/2010,Knicks,Ronny Turiaf,,activated from IL
11/16/2010,Lakers,,Theo Ratliff,placed on IL recovering from arthroscopic surgery on left knee to remove part of torn meniscus
11/16/2010,Lakers,Steve Blake,,activated from IL
11/16/2010,Pacers,,Darren Collison,placed on IL with sprained left ankle
11/16/2010,Pacers,,Tyler Hansbrough,placed on IL with sprained left ankle
11/16/2010,Pacers,A.J. Price,,activated from IL
11/16/2010,Pacers,Jeff Foster,,activated from IL
11/16/2010,Raptors,,Solomon Alabi,placed on IL
11/16/2010,Raptors,Linas Kleiza,,activated from IL
11/16/2010,Wizards,,John Wall (a),placed on IL with sprained left foot
11/16/2010,Wizards,,Yi Jianlian / Jianlian Yi,placed on IL with bruised right knee
11/16/2010,Wizards,Hamady Ndiaye / Hamady N'Diaye,,activated from IL
11/16/2010,Wizards,Lester Hudson,,activated from IL
11/17/2010,Celtics,,Jermaine O'Neal,placed on IL
11/17/2010,Mavericks,,Steve Novak,placed on IL
11/17/2010,Mavericks,Caron Butler,,activated from IL
11/17/2010,Nets,,Ben Uzoh,placed on IL
11/17/2010,Nets,,Troy Murphy,placed on IL with sore right foot
11/17/2010,Nets,Joe Smith (Leynard),,activated from IL
11/17/2010,Nets,Terrence Williams,,activated from IL
11/17/2010,Thunder,,Cole Aldrich,placed on IL
11/17/2010,Thunder,Byron Mullens / B.J. Mullens,,activated from IL
11/17/2010,Timberwolves,,Nikola Pekovic,placed on IL with sprained left ankle
11/17/2010,Timberwolves,Luke Ridnour,,activated from IL
11/18/2010,Pacers,Tyler Hansbrough,,activated from IL
11/19/2010,Bobcats,,Eduardo Najera,placed on IL
11/19/2010,Bobcats,Kwame Brown,,activated from IL (P)
11/19/2010,Cavaliers,,Manny Harris,placed on IL
11/19/2010,Cavaliers,Maurice Williams / Mo Williams,,activated from IL
11/19/2010,Nets,,Terrence Williams,placed on IL
11/19/2010,Nets,Ben Uzoh,,activated from IL
11/19/2010,Thunder,,Kevin Durant,placed on IL with sprained left ankle
11/19/2010,Thunder,Daequan Cook,,activated from IL
11/20/2010,Bobcats,,Kwame Brown,placed on IL
11/20/2010,Bobcats,Dominic McGuire,,activated from IL
11/20/2010,Heat,,Dwyane Wade,placed on IL with sprained left wrist
11/20/2010,Heat,Jamaal Magloire,,activated from IL
11/20/2010,Magic,,Malik Allen,placed on IL
11/20/2010,Magic,J.J. Redick,,activated from IL
11/20/2010,Nets,,Quinton Ross,placed on IL with calf injury
11/20/2010,Nets,Terrence Williams,,activated from IL
11/20/2010,Pacers,,Dahntay Jones,placed on IL
11/21/2010,Celtics,,Rajon Rondo,placed on IL with strained left hamstring
11/21/2010,Celtics,Avery Bradley,,activated from IL
11/21/2010,Hornets,Marcus Thornton (T.),,activated from IL
11/21/2010,Kings,,Antoine Wright,placed on IL
11/21/2010,Kings,Eugene Jeter / Pooh Jeter,,activated from IL
11/21/2010,Raptors,Leandro Barbosa,,activated from IL
11/21/2010,Wizards,,Hamady Ndiaye / Hamady N'Diaye,placed on IL
11/21/2010,Wizards,John Wall (a),,activated from IL
11/22/2010,Heat,,Udonis Haslem,placed on IL with torn ligament in left foot (out for season)
11/22/2010,Heat,Dwyane Wade,,activated from IL
11/22/2010,Hornets,,David Andersen,placed on IL
11/22/2010,Hornets,,Marcus Banks,placed on IL
11/22/2010,Hornets,Aaron Gray,,activated from IL
11/22/2010,Nuggets,,Chauncey Billups,placed on IL with broken nose and sprained right wrist
11/22/2010,Nuggets,Chris Andersen,,activated from IL
11/22/2010,Pacers,,A.J. Price,placed on IL
11/22/2010,Pacers,,Jeff Foster,placed on IL
11/22/2010,Pacers,Dahntay Jones,,activated from IL
11/22/2010,Pacers,Darren Collison,,activated from IL
11/22/2010,Thunder,,Daequan Cook,placed on IL
11/22/2010,Thunder,,Morris Peterson,placed on IL
11/22/2010,Thunder,Jeff Green,,activated from IL
11/22/2010,Thunder,Kevin Durant,,activated from IL
11/23/2010,76ers,Andre Iguodala,,activated from IL
11/23/2010,Bobcats,,DeSagana Diop,placed on IL
11/23/2010,Bobcats,Kwame Brown,,activated from IL
11/23/2010,Nets,Damion James,,activated from IL
11/23/2010,Pacers,,Dahntay Jones,placed on IL
11/23/2010,Pacers,Jeff Foster,,activated from IL
11/24/2010,76ers,,Darius Songaila,placed on IL
11/24/2010,76ers,Craig Brackins,,activated from IL
11/24/2010,Hornets,,Pops Mensah-Bonsu,placed on IL
11/24/2010,Magic,,Vince Carter,placed on IL with sprained left knee
11/24/2010,Magic,Malik Allen,,activated from IL
11/24/2010,Thunder,,Byron Mullens / B.J. Mullens,placed on IL
11/24/2010,Thunder,Morris Peterson,,activated from IL
11/25/2010,Kings,,Francisco Garcia,placed on IL with illness
11/25/2010,Kings,Antoine Wright,,activated from IL
11/25/2010,Wizards,,Al Thornton,placed on IL with sprained left ankle
11/25/2010,Wizards,Hamady Ndiaye / Hamady N'Diaye,,activated from IL
11/26/2010,Bulls,,Derrick Rose,placed on IL with sore neck
11/26/2010,Celtics,,Delonte West,placed on IL withi broken right wrist
11/26/2010,Celtics,Rajon Rondo,,activated from IL
11/26/2010,Grizzlies,,Acie Law,placed on IL with flu
11/26/2010,Grizzlies,DeMarre Carroll,,activated from IL
11/26/2010,Mavericks,Alexis Ajinca / Alex Ajinca,,activated from IL
11/26/2010,Thunder,,Nenad Krstic,placed on IL with back spasms
11/26/2010,Thunder,Byron Mullens / B.J. Mullens,,activated from IL
11/26/2010,Mavericks,,Brendan Haywood,placed on IL for suspension
11/27/2010,76ers,,Craig Brackins,placed on IL
11/27/2010,76ers,Darius Songaila,,activated from IL
11/27/2010,Bucks,,Carlos Delfino,placed on IL witih strained neck
11/27/2010,Bucks,Chris Douglas-Roberts,,activated from IL
11/27/2010,Bulls,,John Lucas III,placed on IL
11/27/2010,Bulls,Derrick Rose,,activated from IL
11/27/2010,Mavericks,,Alexis Ajinca / Alex Ajinca,placed on IL
11/27/2010,Warriors,,Brandan Wright,placed on IL with strained lower back
11/27/2010,Warriors,David Lee,,activated from IL
11/27/2010,Mavericks,Brendan Haywood,,activated from IL
11/28/2010,Knicks,,Ronny Turiaf,placed on IL with sore left knee
11/28/2010,Knicks,Shawne Williams,,activated from IL
11/28/2010,Nets,,Joe Smith (Leynard),placed on IL
11/28/2010,Nets,Troy Murphy,,activated from IL
11/28/2010,Nuggets,,Renaldo Balkman,placed on IL
11/28/2010,Nuggets,Chauncey Billups,,activated from IL
11/28/2010,Pacers,,Paul George,placed on IL
11/28/2010,Pacers,Dahntay Jones,,activated from IL
11/29/2010,Hornets,,Aaron Gray,placed on IL
11/29/2010,Hornets,David Andersen,,activated from IL
11/29/2010,Thunder,,Byron Mullens / B.J. Mullens,placed on IL
11/29/2010,Thunder,Nenad Krstic,,activated from IL
11/30/2010,Grizzlies,,Darrell Arthur,placed on IL with strained left groin
11/30/2010,Grizzlies,Acie Law,,activated from IL
11/30/2010,Kings,Francisco Garcia,,activated from IL
11/30/2010,Magic,,Malik Allen,placed on IL
11/30/2010,Magic,Vince Carter,,activated from IL
12/1/2010,Bulls,,Brian Scalabrine,placed on IL
12/1/2010,Bulls,Carlos Boozer,,activated from IL
12/1/2010,Clippers,,Randy Foye,placed on IL with strained left hamstring
12/1/2010,Clippers,Baron Davis,,activated from IL
12/1/2010,Hawks,,Joe Johnson,placed on IL with loose particle in right elbow
12/1/2010,Hawks,Etan Thomas,,activated from IL
12/1/2010,Magic,,J.J. Redick,placed on IL with stomach virus
12/1/2010,Magic,Malik Allen,,activated from IL
12/1/2010,Mavericks,,Dominique Jones,placed on IL
12/1/2010,Mavericks,Steve Novak,,activated from IL
12/1/2010,Nets,,Devin Harris,placed on IL with sprained left knee
12/1/2010,Nets,Quinton Ross,,activated from IL
12/1/2010,Raptors,,Reggie Evans,placed on IL recovering from surgery to repair broken right foot
12/1/2010,Raptors,Ed Davis (a),,activated from IL
12/1/2010,Thunder,,Kevin Durant,placed on IL with sprained left knee
12/1/2010,Thunder,Byron Mullens / B.J. Mullens,,activated from IL
12/1/2010,Wizards,,Hamady Ndiaye / Hamady N'Diaye,placed on IL
12/1/2010,Wizards,Al Thornton,,activated from IL
12/2/2010,Clippers,Chris Kaman,,activated from IL
12/3/2010,76ers,,Darius Songaila,placed on IL
12/3/2010,76ers,Andre Iguodala,,activated from IL (P)
12/3/2010,Blazers,,Luke Babbitt,placed on IL
12/3/2010,Blazers,Joel Przybilla,,activated from IL
12/3/2010,Bobcats,,DeSagana Diop,placed on IL (P)
12/3/2010,Bulls,,Kurt Thomas,placed on IL
12/3/2010,Bulls,Brian Scalabrine,,activated from IL
12/3/2010,Clippers,,Willie Warren,placed on IL
12/3/2010,Grizzlies,,DeMarre Carroll,placed on IL
12/3/2010,Grizzlies,Darrell Arthur,,activated from IL
12/3/2010,Magic,,Mickael Pietrus,placed on IL with stomach flu
12/3/2010,Nuggets,,Melvin Ely,placed on IL
12/3/2010,Nuggets,Renaldo Balkman,,activated from IL
12/3/2010,Pacers,,Jeff Foster,placed on IL
12/3/2010,Pacers,A.J. Price,,activated from IL
12/3/2010,Wizards,,Nick Young,placed on IL with bruised left thigh
12/3/2010,Wizards,Yi Jianlian / Jianlian Yi,,activated from IL
12/3/2010,Magic,J.J. Redick,,activated from IL
12/4/2010,Bucks,,Drew Gooden,placed on IL with left foot injury
12/4/2010,Bulls,,Brian Scalabrine,placed on IL
12/4/2010,Bulls,Kurt Thomas,,activated from IL
12/4/2010,Cavaliers,,J.J. Hickson,placed on IL with illness
12/4/2010,Cavaliers,,Joey Graham,placed on IL with illness
12/4/2010,Cavaliers,Manny Harris,,activated from IL
12/4/2010,Cavaliers,Samardo Samuels,,activated from IL
12/4/2010,Timberwolves,,Anthony Tolliver,placed on IL with sprained MCL in right knee
12/4/2010,Timberwolves,Nikola Pekovic,,activated from IL
12/5/2010,Cavaliers,,Manny Harris,placed on IL
12/5/2010,Cavaliers,,Samardo Samuels,placed on IL
12/5/2010,Cavaliers,J.J. Hickson,,activated from IL
12/5/2010,Cavaliers,Joey Graham,,activated from iL
12/5/2010,Grizzlies,DeMarre Carroll,,activated from IL
12/5/2010,Hornets,,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL with illness
12/5/2010,Hornets,Aaron Gray,,activated from IL
12/5/2010,Nets,,Ben Uzoh,placed on IL
12/5/2010,Nets,Devin Harris,,activated from IL
12/5/2010,Nuggets,,Chris Andersen,placed on IL with fracture in lower back
12/5/2010,Nuggets,Melvin Ely,,activated from IL
12/5/2010,Thunder,,Morris Peterson,placed on IL
12/5/2010,Thunder,Kevin Durant,,activated from IL
12/5/2010,Wizards,,Kevin Seraphin,placed on IL (P)
12/5/2010,Wizards,Nick Young,,activated from IL
12/6/2010,Bucks,,Brian Skinner,placed on IL
12/6/2010,Bulls,,Kurt Thomas,placed on IL
12/6/2010,Bulls,Brian Scalabrine,,activated from IL
12/6/2010,Clippers,,Chris Kaman,placed on IL with sprained left ankle
