Date,Team,Acquired,Relinquished,Notes
12/1/2013,Bobcats,Michael Kidd-Gilchrist,,activated from IL
12/1/2013,Kings,,Hamady Ndiaye / Hamady N'Diaye,placed on IL
12/1/2013,Kings,Ray McCallum Jr.,,activated from IL
12/2/2013,Pelicans,,Anthony Davis,placed on IL with fractured left hand
12/2/2013,Pelicans,Jeff Withey,,activated from IL
12/3/2013,Heat,,Dwyane Wade,placed on IL with illness/flu
12/3/2013,Heat,Roger Mason Jr.,,activated from IL
12/3/2013,Kings,,DeMarcus Cousins,placed on IL with ankle injury
12/3/2013,Kings,Hamady Ndiaye / Hamady N'Diaye,,activated from IL
12/3/2013,Raptors,,Dwight Buycks,placed on IL
12/3/2013,Raptors,Aaron Gray,,activated from IL
12/3/2013,Thunder,,Andre Roberson,placed on IL
12/3/2013,Thunder,Ryan Gomes,,activated from IL
12/4/2013,Cavaliers,,Henry Sims,placed on IL
12/4/2013,Cavaliers,Earl Clark,,activated from IL
12/4/2013,Hawks,Kyle Korver,,activated from IL
12/4/2013,Jazz,,Jeremy Evans,placed on IL with flu
12/4/2013,Jazz,,Marvin Williams,placed on IL with heel injury
12/4/2013,Jazz,Ian Clark,,activated from IL
12/4/2013,Jazz,Mike Harris,,activated from IL
12/4/2013,Hawks,,Dennis Schroder,placed on IL
12/6/2013,Bobcats,,Michael Kidd-Gilchrist,placed on IL with fractured left hand
12/6/2013,Bobcats,James Southerland,,activated from IL
12/6/2013,Jazz,,Ian Clark,placed on IL
12/6/2013,Jazz,Jeremy Evans,,activated from IL
12/6/2013,Kings,DeMarcus Cousins,,activated from IL
12/6/2013,Raptors,,Aaron Gray,placed on IL
12/6/2013,Raptors,Austin Daye,,activated from IL
12/6/2013,Wizards,,Kevin Seraphin,placed on IL with knee injury
12/6/2013,Wizards,Otto Porter Jr.,,activated from IL
12/6/2013,Hawks,,John Jenkins,placed on IL
12/6/2013,Kings,,Hamady Ndiaye / Hamady N'Diaye,placed on IL
12/6/2013,Hawks,Jared Cunningham,,activated from IL
12/7/2013,Heat,,Michael Beasley,placed on IL with strained left hamstring
12/7/2013,Heat,Dwyane Wade,,activated from IL
12/7/2013,Jazz,,Derrick Favors,placed on IL with sore lower back
12/7/2013,Jazz,Ian Clark,,activated from IL
12/7/2013,Kings,,Ray McCallum Jr.,placed on IL
12/7/2013,Spurs,,Malcolm Thomas (b),placed on IL
12/7/2013,Kings,Hamady Ndiaye / Hamady N'Diaye,,activated from IL
12/8/2013,Heat,,Dwyane Wade,placed on IL with resting knees
12/8/2013,Heat,Michael Beasley,,activated from IL
12/8/2013,Lakers,Kobe Bryant,,activated from IL
12/8/2013,Raptors,,Tyler Hansbrough,placed on IL with sprained left shoulder
12/8/2013,Raptors,Dwight Buycks,,activated from IL
12/9/2013,Kings,Ray McCallum Jr.,,activated from IL
12/9/2013,Warriors,Toney Douglas,,activated from IL
12/9/2013,Wizards,,Al Harrington,placed on IL recovering from arthroscopic surgery on right knee
12/9/2013,Wizards,Kevin Seraphin,,activated from IL
12/10/2013,Heat,,Michael Beasley,placed on IL with strained left hamstring
12/10/2013,Heat,Dwyane Wade,,activated from IL
12/10/2013,Pistons,,Rodney Stuckey,placed on IL with knee injury
12/10/2013,Pistons,Chauncey Billups,,activated from IL
12/10/2013,Spurs,,Tiago Splitter,placed on IL with left calf injury
12/10/2013,Spurs,Malcolm Thomas (b),,activated from IL
12/10/2013,Thunder,,Thabo Sefolosha,placed on IL with sprained right knee
12/10/2013,Thunder,Andre Roberson,,activated from IL
12/11/2013,Clippers,,J.J. Redick,placed on IL with fractured right hand
12/11/2013,Jazz,,Ian Clark,placed on IL
12/11/2013,Jazz,,Mike Harris,placed on IL
12/11/2013,Jazz,Derrick Favors,,activated from IL
12/11/2013,Jazz,Marvin Williams,,activated from IL
12/11/2013,Pistons,,Chauncey Billups,placed on IL
12/11/2013,Pistons,Rodney Stuckey,,activated from IL
12/13/2013,Bulls,Jimmy Butler,,activated from IL
12/13/2013,Hawks,,Gustavo Ayon,placed on IL
12/13/2013,Magic,,Solomon Jones,placed on IL
12/13/2013,Magic,Tobias Harris,,activated from IL
12/13/2013,Pistons,,Peyton Siva,placed on IL
12/13/2013,Pistons,Chauncey Billups,,activated from IL
12/13/2013,Raptors,,Austin Daye,placed on IL
12/13/2013,Raptors,,Chuck Hayes,placed on IL with irregular heartbeat
12/13/2013,Raptors,Tyler Hansbrough,,activated from IL
12/13/2013,Hawks,John Jenkins,,activated from IL
12/13/2013,Lakers,Ryan Kelly,,activated from IL
12/13/2013,Warriors,,Jermaine O'Neal,placed on IL recovering from arthroscopic surgery on right wrist to repair torn ligament
12/14/2013,Cavaliers,,Tyler Zeller,placed on IL with sprained right ankle
12/14/2013,Cavaliers,Henry Sims,,activated from IL
12/14/2013,Jazz,Mike Harris,,activated from IL
12/14/2013,Mavericks,,Dirk Nowitzki,placed on IL with illness
12/14/2013,Mavericks,Brandan Wright,,activated from IL
12/14/2013,Raptors,,Julyan Stone,placed on IL
12/14/2013,Raptors,Austin Daye,,activated from IL
12/14/2013,Spurs,,Malcolm Thomas (b),placed on IL
12/14/2013,Jazz,,Rudy Gobert,placed on IL
12/15/2013,Cavaliers,Will Bynum,,activated from IL
12/15/2013,Pistons,,Tony Mitchell (b),placed on IL
12/15/2013,Thunder,,Ryan Gomes,placed on IL
12/15/2013,Thunder,Thabo Sefolosha,,activated from IL
12/16/2013,Pistons,,Chauncey Billups,placed on IL
12/16/2013,Pistons,Tony Mitchell (b),,activated from IL
12/16/2013,Spurs,,Nando De Colo,placed on IL
12/16/2013,Spurs,Tiago Splitter,,activated from IL
12/16/2013,Wizards,,Nene / Nene Hilario / Maybyner Hilario,placed on IL with right foot tendinitis
12/16/2013,Wizards,Bradley Beal,,activated from IL
12/16/2013,Hawks,,Jared Cunningham,placed on IL
12/16/2013,Hawks,Dennis Schroder,,activated from IL
12/17/2013,Cavaliers,,Henry Sims,placed on IL
12/17/2013,Cavaliers,Tyler Zeller,,activated from IL
12/17/2013,Grizzlies,,Quincy Pondexter,placed on IL with stress fracture in right foot (out for season)
12/17/2013,Warriors,Andre Iguodala,,activated from IL
12/18/2013,Knicks,,Amare Stoudemire / Amar'e Stoudemire,placed on IL with sore right knee
12/18/2013,Knicks,,Pablo Prigioni,placed on IL fractured right toe
12/18/2013,Knicks,Chris Smith (c),,activated from IL
12/18/2013,Knicks,Tyson Chandler,,activated from IL
12/18/2013,Magic,,Arron Afflalo,placed on IL with illness
12/18/2013,Magic,Solomon Jones,,activated from IL
12/18/2013,Mavericks,Dirk Nowitzki,,activated from IL
12/18/2013,Pelicans,Anthony Davis,,activated from IL
12/18/2013,Pistons,,Rodney Stuckey,placed on IL with sore right shoulder
12/18/2013,Pistons,Chauncey Billups,,activated from IL
12/18/2013,Raptors,,Austin Daye,placed on IL
12/18/2013,Raptors,,Dwight Buycks,placed on IL
12/18/2013,Raptors,Chuck Hayes,,activated from IL
12/18/2013,Raptors,Dwight Buycks,,activated from IL
12/18/2013,Raptors,Julyan Stone,,activated from IL
12/18/2013,Spurs,,(William) Tony Parker,placed on IL with bruised right shin
12/18/2013,Spurs,Nando De Colo,,activated from IL
12/18/2013,Wizards,Nene / Nene Hilario / Maybyner Hilario,,activated from IL
12/18/2013,Wizards,,Glen Rice Jr.,placed on IL recovering from surgery on fractured right wrist
12/19/2013,Spurs,,Tim Duncan,placed on IL for rest
12/19/2013,Spurs,Malcolm Thomas (b),,activated from IL
12/20/2013,Cavaliers,,Anthony Bennett,placed on IL with illness
12/20/2013,Cavaliers,,Dion Waiters,placed on IL with sore right wrist
12/20/2013,Cavaliers,Carrick Felix,,activated from IL
12/20/2013,Cavaliers,Henry Sims,,activated from IL
12/20/2013,Knicks,Amare Stoudemire / Amar'e Stoudemire,,activated from IL
12/20/2013,Lakers,,Kobe Bryant,placed on IL with fractured left tibia (out for season)
12/20/2013,Magic,Arron Afflalo,,activated from IL
12/20/2013,Pacers,,Solomon Hill,placed on IL
12/20/2013,Pacers,Danny Granger,,activated from IL
12/20/2013,Raptors,,Julyan Stone,placed on IL
12/20/2013,Raptors,Dwight Buycks,,activated from IL (P)
12/21/2013,Jazz,,Mike Harris,placed on IL
12/21/2013,Knicks,,Kenyon Martin,placed on IL with strained abdominal muscle
12/21/2013,Magic,,E'Twaun Moore,placed on IL with bruised thigh
12/21/2013,Pelicans,,Jason Smith,placed on IL with bone bruise in right knee
12/21/2013,Pistons,,Chauncey Billups,placed on IL
12/21/2013,Pistons,Rodney Stuckey,,activated from IL
12/21/2013,Spurs,(William) Tony Parker,,activated from IL
12/21/2013,Spurs,Tim Duncan,,activated from IL
12/21/2013,Spurs,,Malcolm Thomas (b),placed on IL
12/21/2013,Spurs,,Nando De Colo,placed on IL
12/21/2013,Jazz,Rudy Gobert,,activated from IL
12/23/2013,Cavaliers,,Henry Sims,placed on IL
12/23/2013,Cavaliers,Anthony Bennett,,activated from IL
12/23/2013,Hawks,,Cartier Martin,placed on IL with sprained left ankle
12/23/2013,Hawks,Gustavo Ayon,,activated from IL
12/23/2013,Heat,,Dwyane Wade,placed on IL with sore knee
12/23/2013,Heat,Michael Beasley,,activated from IL
12/23/2013,Nets,,Brook Lopez,placed on IL with fractured right foot (out for season)
12/23/2013,Nets,Jason Terry,,activated from IL
12/23/2013,Pistons,,Tony Mitchell (b),placed on IL
12/23/2013,Pistons,Chauncey Billups,,activated from IL
12/23/2013,Rockets,,Patrick Beverley,placed on IL with fractured right hand
12/23/2013,Rockets,Isaiah Canaan,,activated from IL
12/23/2013,Spurs,,Cory Joseph,placed on IL with stomach virus
12/23/2013,Spurs,Nando De Colo,,activated from IL
12/25/2013,Heat,,Roger Mason Jr.,placed on IL
12/25/2013,Heat,Dwyane Wade,,activated from IL
12/25/2013,Knicks,,Raymond Felton,placed on IL with strained left hamstring
12/25/2013,Knicks,Kenyon Martin,,activated from IL
12/25/2013,Spurs,,Nando De Colo,placed on IL
12/25/2013,Spurs,Cory Joseph,,activated from IL
12/26/2013,Cavaliers,,Carrick Felix,placed on IL
12/26/2013,Cavaliers,Dion Waiters,,activated from IL
12/26/2013,Hawks,,John Jenkins,placed on IL with leg injury
12/26/2013,Hawks,Cartier Martin,,activated from IL
12/27/2013,Bucks,,Zaur Pachulia / Zaza Pachulia,placed on IL with fractured right foot
12/27/2013,Bucks,Larry Sanders (b),,activated from IL
12/27/2013,Heat,,Dwyane Wade,placed on IL with sore knee
12/27/2013,Heat,Roger Mason Jr.,,activated from IL
12/27/2013,Pelicans,,Eric Gordon,placed on IL with bruised right hip
12/27/2013,Thunder,Ryan Gomes,,activated from IL
12/27/2013,Pelicans,Jason Smith,,activated from IL
12/27/2013,Thunder,,Russell Westbrook,placed on IL recovering from arthroscopic surgery on right knee
12/28/2013,Cavaliers,,Sergey Karasev,placed on IL
12/28/2013,Cavaliers,Carrick Felix,,activated from IL
12/28/2013,Cavaliers,Henry Sims,,activated from IL
12/28/2013,Hawks,,Al Horford,placed on IL with torn right pectoral muscle (out for season)
12/28/2013,Heat,,LeBron James,placed on IL with strained right groin
12/28/2013,Heat,Dwyane Wade,,activated from IL
12/28/2013,Warriors,Ognjen Kuzmic / Ognen Kuzmic,,activated from IL
12/29/2013,Magic,,Solomon Jones,placed on IL
12/29/2013,Magic,E'Twaun Moore,,activated from IL
12/29/2013,Warriors,,Nemanja Nedovic,placed on IL with strained left hamstring
12/29/2013,Hawks,Jared Cunningham,,activated from IL
12/30/2013,Heat,,Chris Andersen,placed on IL with back injury
12/30/2013,Heat,LeBron James,,activated from IL
12/30/2013,Pelicans,,Jason Smith,placed on IL with bone bruise in right knee
12/30/2013,Pelicans,Greg Stiemsma,,activated from IL
12/31/2013,Cavaliers,,Carrick Felix,placed on IL
12/31/2013,Cavaliers,Sergey Karasev,,activated from IL
12/31/2013,Nets,Andrei Kirilenko,,activated from IL
12/31/2013,Warriors,Ognjen Kuzmic / Ognen Kuzmic,,activated from IL
1/1/2014,Clippers,,Reggie Bullock,placed on IL
1/1/2014,Clippers,Maalik Wayns,,activated from IL
1/1/2014,Pelicans,Eric Gordon,,activated from IL
1/1/2014,Blazers,CJ McCollum,,activated from IL
1/2/2014,Cavaliers,,Kyrie Irving,placed on IL with bruised left knee
1/2/2014,Cavaliers,Carrick Felix,,activated from IL
1/2/2014,Heat,,James Jones (b),placed on IL
1/2/2014,Heat,Chris Andersen,,activated from IL
1/2/2014,Magic,,Solomon Jones,placed on IL with sprained left ankle
1/2/2014,Magic,Solomon Jones,,activated from IL
1/3/2014,Celtics,,MarShon Brooks,placed on IL
1/3/2014,Hawks,,Jared Cunningham,placed on IL
1/3/2014,Raptors,,Tyler Hansbrough,placed on IL with sprained left ankle
1/3/2014,Raptors,Austin Daye,,activated from IL
1/3/2014,Raptors,Julyan Stone,,activated from IL
1/3/2014,Raptors,,Dwight Buycks,placed on IL
1/4/2014,Heat,,Shane Battier,placed on IL with sore quadriceps
1/4/2014,Heat,James Jones (b),,activated from IL
1/4/2014,Nets,,Kevin Garnett,placed on IL for rest
1/4/2014,Pelicans,,Ryan Anderson,placed on IL with concussion / herniated disc in neck (out for season)
1/4/2014,Spurs,,Boris Diaw,placed on IL with strep throat
1/4/2014,Spurs,Nando De Colo,,activated from IL
1/6/2014,Clippers,,Chris Paul,placed on IL with separated right shoulder
1/6/2014,Clippers,Reggie Bullock,,activated from IL
1/6/2014,Magic,Nikola Vucevic,,activated from IL (P)
1/6/2014,Nets,Kevin Garnett,,activated from IL
1/6/2014,Timberwolves,,Shabazz Muhammad,placed on IL
1/6/2014,Timberwolves,Ronny Turiaf,,activated from IL
1/6/2014,Nets,,Tornike Shengelia,placed on IL
1/6/2014,76ers,Lorenzo Brown,,activated from IL
1/7/2014,Blazers,,Allen Crabbe,placed on IL
1/7/2014,Blazers,CJ McCollum,,activated from IL
1/7/2014,Cavaliers,,Jarrett Jack,placed on IL with back spasms
1/7/2014,Cavaliers,Kyrie Irving,,activated from IL
1/7/2014,Jazz,,Rudy Gobert,placed on IL
1/7/2014,Knicks,,Metta World Peace / Ron Artest,placed on IL with sore left knee
1/7/2014,Knicks,Raymond Felton,,activated from IL
1/7/2014,Pelicans,Jason Smith,,activated from IL
1/7/2014,Spurs,,Nando De Colo,placed on IL
1/7/2014,Spurs,Boris Diaw,,activated from IL
1/7/2014,Suns,,Eric Bledsoe,placed on IL with sprained right knee
1/7/2014,Suns,Alex Len,,activated from IL
1/8/2014,Mavericks,,Shawn Marion,placed on IL with bruised right shoulder
1/8/2014,Mavericks,Ricky Ledo,,activated from IL
1/8/2014,Pacers,,Lance Stephenson,placed on IL with bruised right knee
1/8/2014,Pacers,Solomon Hill,,activated from IL
1/8/2014,Timberwolves,,Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with strained left groin
1/8/2014,Timberwolves,Chase Budinger,,activated from IL
1/10/2014,Cavaliers,,Carrick Felix,placed on IL
1/10/2014,Cavaliers,,Henry Sims,placed on IL
1/10/2014,Cavaliers,Jarrett Jack,,activated from IL
1/10/2014,Clippers,,Reggie Bullock,placed on IL
1/10/2014,Clippers,J.J. Redick,,activated from IL
1/10/2014,Pacers,,Solomon Hill,placed on IL
1/10/2014,Pacers,Lance Stephenson,,activated from IL
1/10/2014,Timberwolves,,Robbie Hummel,placed on IL
1/10/2014,Timberwolves,Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
1/11/2014,Nets,,Deron Williams,placed on IL with sprained left ankle
1/11/2014,Nets,Tornike Shengelia,,activated from IL
1/11/2014,Thunder,,Andre Roberson,placed on IL
1/12/2014,Spurs,,Tiago Splitter,placed on IL with sprained right shoulder
1/12/2014,Spurs,Nando De Colo,,activated from IL
1/13/2014,Celtics,MarShon Brooks,,activated from IL
1/13/2014,Jazz,,Gordon Hayward,placed on IL with strained left hip flexor
1/13/2014,Jazz,Rudy Gobert,,activated from IL
1/13/2014,Mavericks,,Shane Larkin,placed on IL with sprained right ankle
1/13/2014,Mavericks,Shawn Marion,,activated from IL
1/13/2014,Jazz,Ian Clark,,activated from IL
1/14/2014,Bobcats,,Jeffery Taylor / Jeff Taylor (b),placed on IL with torn right Achilles tendon (out for season)
1/14/2014,Bobcats,Michael Kidd-Gilchrist,,activated from IL
1/14/2014,Grizzlies,Marc Gasol,,activated from IL
1/14/2014,Thunder,Andre Roberson,,activated from IL
1/15/2014,Cavaliers,,Sergey Karasev,placed on IL
1/15/2014,Cavaliers,Henry Sims,,activated from IL
1/15/2014,Clippers,,Maalik Wayns,placed on IL
1/15/2014,Clippers,Reggie Bullock,,activated from IL
1/15/2014,Heat,,Chris Andersen,placed on IL with body soreness / knee injury
1/15/2014,Heat,,Mario Chalmers,placed on IL with strained right Achilles
1/15/2014,Heat,Greg Oden,,activated from IL
1/15/2014,Heat,Shane Battier,,activated from IL
1/15/2014,Mavericks,,Gal Mekel,placed on IL with bruised knee
1/15/2014,Mavericks,Shane Larkin,,activated from IL
1/15/2014,Raptors,,Austin Daye,placed on IL
1/15/2014,Raptors,Dwight Buycks,,activated from IL
1/15/2014,Spurs,,Danny Green,placed on IL with fractured left index finger
1/15/2014,Timberwolves,,A.J. Price,placed on IL
1/17/2014,Celtics,Rajon Rondo,,activated from IL
1/17/2014,Clippers,,Byron Mullens / B.J. Mullens,placed on IL
1/17/2014,Heat,,Toney Douglas,placed on IL
1/17/2014,Heat,Mario Chalmers,,activated from IL
1/17/2014,Thunder,,Andre Roberson,placed on IL
1/17/2014,Timberwolves,,Gorgui Dieng,placed on IL
1/17/2014,Timberwolves,A.J. Price,,activated from IL
1/18/2014,Clippers,,Reggie Bullock,placed on IL
1/18/2014,Clippers,Byron Mullens / B.J. Mullens,,activated from IL
1/18/2014,Mavericks,Devin Harris,,activated from IL
1/18/2014,Pistons,,Chauncey Billups,placed on IL
1/18/2014,Pistons,Tony Mitchell (b),,activated from IL
1/18/2014,Rockets,,Francisco Garcia,placed on IL with left knee tendinitis
1/18/2014,Timberwolves,,A.J. Price,placed on IL
1/18/2014,Timberwolves,Gorgui Dieng,,activated from IL
1/18/2014,Mavericks,,Ricky Ledo,placed on IL
1/18/2014,Rockets,Robert Covington,,activated from IL
1/19/2014,Kings,,Ray McCallum Jr.,placed on IL
1/19/2014,Kings,Carl Landry,,activated from IL
1/19/2014,Raptors,,Austin Daye,placed on IL (P)
1/19/2014,Rockets,Patrick Beverley,,activated from IL
1/19/2014,Raptors,John Salmons,,activated from IL
1/19/2014,Spurs,Malcolm Thomas (b),,activated from IL
1/20/2014,Heat,,Dwyane Wade,placed on IL with sore knees
1/20/2014,Heat,Chris Andersen,,activated from IL
1/20/2014,Knicks,Pablo Prigioni,,activated from IL
1/20/2014,Nets,,Tornike Shengelia,placed on IL
1/20/2014,Nets,Deron Williams,,activated from IL
1/20/2014,Rockets,,Omer Asik,placed on IL with bruised right thigh
1/20/2014,Wizards,Glen Rice Jr.,,activated from IL
1/21/2014,Jazz,,Derrick Favors,placed on IL with hip injury
1/21/2014,Jazz,Gordon Hayward,,activated from IL
1/21/2014,Kings,Ray McCallum Jr.,,activated from IL
1/22/2014,Bulls,,Kirk Hinrich,placed on IL with right hamstring injury
1/22/2014,Celtics,,Jerryd Bayless,placed on IL
1/22/2014,Clippers,,Willie Green,placed on IL
1/22/2014,Clippers,Reggie Bullock,,activated from IL
1/22/2014,Knicks,,Kenyon Martin,placed on IL with sprained left ankle
1/22/2014,Knicks,Pablo Prigioni,,activated from IL (P)
1/22/2014,Mavericks,,Dirk Nowitzki,placed on IL for rest
1/22/2014,Pacers,,Orlando Johnson,placed on IL
1/22/2014,Pacers,Solomon Hill,,activated from IL
1/22/2014,Rockets,,Isaiah Canaan,placed on IL
1/22/2014,Rockets,Francisco Garcia,,activated from IL
1/22/2014,Mavericks,Ricky Ledo,,activated from IL
1/24/2014,Celtics,,Avery Bradley,placed on IL
1/24/2014,Clippers,,Willie Green,placed on IL (P)
1/24/2014,Clippers,Byron Mullens / B.J. Mullens,,activated from IL (P)
1/24/2014,Kings,,DeMarcus Cousins,placed on IL with ankle injury
1/24/2014,Kings,,Rudy Gay,placed on IL with Achilles injury
1/24/2014,Knicks,,Andrea Bargnani,placed on IL with torn ligament in left elbow (out for season)
1/24/2014,Knicks,Metta World Peace / Ron Artest,,activated from IL
1/24/2014,Mavericks,,Ricky Ledo,placed on IL
1/24/2014,Mavericks,Dirk Nowitzki,,activated from IL
1/24/2014,Pacers,,Solomon Hill,placed on IL
1/24/2014,Pacers,Orlando Johnson,,activated from IL
1/24/2014,Spurs,,Kawhi Leonard,placed on IL with fractured right hand
1/24/2014,Suns,,Archie Goodwin,placed on IL
1/24/2014,Timberwolves,,Gorgui Dieng,placed on IL
1/24/2014,Timberwolves,A.J. Price,,activated from IL
1/25/2014,Hawks,,Pero Antic,placed on IL with stress fracture in right ankle
1/25/2014,Jazz,,Ian Clark,placed on IL
1/25/2014,Jazz,Derrick Favors,,activated from IL
1/25/2014,Timberwolves,,Shabazz Muhammad,placed on IL
1/25/2014,Timberwolves,Gorgui Dieng,,activated from IL
1/25/2014,Hawks,Jared Cunningham,,activated from IL
1/26/2014,Heat,,James Jones (b),placed on IL
1/26/2014,Heat,Dwyane Wade,,activated from IL
1/27/2014,Clippers,Byron Mullens / B.J. Mullens,,activated from IL (P)
1/27/2014,Timberwolves,,A.J. Price,placed on IL
1/27/2014,Timberwolves,Shabazz Muhammad,,activated from IL
1/27/2014,Thunder,,Andre Roberson,placed on IL
1/28/2014,Cavaliers,,Anderson Varejao,placed on IL with bruised left knee
1/28/2014,Celtics,Jerryd Bayless,,activated from IL
1/28/2014,Knicks,,Amare Stoudemire / Amar'e Stoudemire,placed on IL with sprained left ankle
1/28/2014,Knicks,Kenyon Martin,,activated from IL
1/29/2014,Bulls,Kirk Hinrich,,activated from IL
1/29/2014,Heat,,Roger Mason Jr.,placed on IL
1/29/2014,Heat,Toney Douglas,,activated from IL
1/29/2014,Kings,Rudy Gay,,activated from IL
1/29/2014,Raptors,,DeMar DeRozan,placed on IL with sprained left ankle/foot
1/29/2014,Raptors,Tyler Hansbrough,,activated from IL
1/29/2014,Spurs,,Emanuel Ginobili / Manu Ginobili,placed on IL with strained left hamstring
1/29/2014,Timberwolves,,Nikola Pekovic,placed on IL with bursitis in right ankle
1/29/2014,Timberwolves,A.J. Price,,activated from IL
1/31/2014,Celtics,Avery Bradley,,activated from IL
1/31/2014,Jazz,,Derrick Favors,placed on IL with strained hip
1/31/2014,Jazz,,Marvin Williams,placed on IL with sore right Achilles / heel
1/31/2014,Jazz,Ian Clark,,activated from IL
1/31/2014,Mavericks,,Shawn Marion,placed on IL with bruised right shoulder
1/31/2014,Raptors,,Dwight Buycks,placed on IL
1/31/2014,Raptors,DeMar DeRozan,,activated from IL
1/31/2014,Mavericks,Ricky Ledo,,activated from IL
2/1/2014,Bucks,,John Henson,placed on IL with sprained right wrist
2/1/2014,Bucks,Zaur Pachulia / Zaza Pachulia,,activated from IL
2/1/2014,Cavaliers,,Sergey Karasev,placed on IL
2/1/2014,Grizzlies,,Mike Conley,placed on IL with sprained right ankle
2/1/2014,Jazz,,Jeremy Evans,placed on IL with bruised tailbone
2/1/2014,Jazz,Marvin Williams,,activated from IL
2/1/2014,Kings,,Jimmer Fredette,placed on IL with illness
2/1/2014,Knicks,,Iman Shumpert,placed on IL with sprained right shoulder
2/1/2014,Knicks,Amare Stoudemire / Amar'e Stoudemire,,activated from IL
2/1/2014,Pistons,,Tony Mitchell (b),placed on IL
2/1/2014,Pistons,Chauncey Billups,,activated from IL
2/1/2014,Raptors,,Greivis Vasquez,placed on IL with illness
2/1/2014,Raptors,Dwight Buycks,,activated from IL
2/1/2014,Spurs,Tiago Splitter,,activated from IL
2/1/2014,Suns,Archie Goodwin,,activated from IL
2/1/2014,Cavaliers,Anderson Varejao,,activated from IL
2/1/2014,Kings,DeMarcus Cousins,,activated from IL
2/3/2014,Clippers,,Byron Mullens / B.J. Mullens,placed on IL
2/3/2014,Kings,Jimmer Fredette,,activated from IL
2/3/2014,Knicks,,Kenyon Martin,placed on IL with ankle injury (out for season)
2/3/2014,Knicks,Iman Shumpert,,activated from IL
2/3/2014,Mavericks,,Ricky Ledo,placed on IL
2/3/2014,Raptors,,Austin Daye,placed on IL (P)
2/3/2014,Raptors,Greivis Vasquez,,activated from IL
2/3/2014,Spurs,Danny Green,,activated from IL
2/3/2014,Thunder,Andre Roberson,,activated from IL
2/3/2014,Wizards,Glen Rice Jr.,,activated from IL
2/4/2014,Lakers,,Xavier Henry,placed on IL with bone bruise in right knee
2/4/2014,Lakers,Steve Nash,,activated from IL
2/4/2014,Warriors,,Ognjen Kuzmic / Ognen Kuzmic,placed on IL
2/4/2014,Warriors,Jermaine O'Neal,,activated from IL
2/4/2014,76ers,Arnett Moultrie,,activated from IL
2/5/2014,Bucks,,Caron Butler,placed on IL with ankle injury
2/5/2014,Bucks,John Henson,,activated from IL
2/5/2014,Celtics,,Vitor Faverani,placed on IL with knee injury
2/5/2014,Clippers,,J.J. Redick,placed on IL with back injury
2/5/2014,Clippers,Byron Mullens / B.J. Mullens,,activated from IL
2/5/2014,Mavericks,Shawn Marion,,activated from IL
2/5/2014,Pelicans,,Jrue Holiday,placed on IL with stress fracture in right ankle/tibia (out for season)
2/5/2014,Raptors,,Dwight Buycks,placed on IL
2/5/2014,Raptors,Austin Daye,,activated from IL
2/5/2014,Suns,,Archie Goodwin,placed on IL
2/5/2014,Timberwolves,Robbie Hummel,,activated from IL
2/5/2014,Wizards,,Glen Rice Jr.,placed on IL
2/6/2014,Spurs,,(William) Tony Parker,placed on IL with sore lower back
2/6/2014,Warriors,,Andrew Bogut,placed on IL with sore shoulder
2/6/2014,Warriors,,David Lee,placed on IL with sore shoulder
2/6/2014,Warriors,Nemanja Nedovic,,activated from IL
2/6/2014,Warriors,Ognjen Kuzmic / Ognen Kuzmic,,activated from IL
2/7/2014,Blazers,Allen Crabbe,,activated from IL
2/7/2014,Jazz,,Ian Clark,placed on IL
2/7/2014,Jazz,,Malcolm Thomas (b),placed on IL
2/7/2014,Jazz,Derrick Favors,,activated from IL
2/7/2014,Jazz,Jeremy Evans,,activated from IL
2/7/2014,Kings,,Marcus Thornton (T.),placed on IL with hip injury
2/7/2014,Kings,,Rudy Gay,placed on IL with illness
2/7/2014,Pacers,,Orlando Johnson,placed on IL
2/7/2014,Pacers,Solomon Hill,,activated from IL
2/7/2014,Pistons,,Josh Harrellson,placed on IL
2/7/2014,Rockets,Omer Asik,,activated from IL
2/7/2014,Thunder,,Andre Roberson,placed on IL
2/7/2014,Timberwolves,Corey Brewer,,activated from IL
2/8/2014,Rockets,,Robert Covington,placed on IL
2/8/2014,Spurs,(William) Tony Parker,,activated from IL
2/8/2014,Timberwolves,,Kevin Martin,placed on IL with fractured left thumb
2/8/2014,Timberwolves,Robbie Hummel,,activated from IL (P)
2/9/2014,76ers,,Brandon Davies,placed on IL with fractured right pinky finger
2/9/2014,Clippers,,Byron Mullens / B.J. Mullens,placed on IL
2/9/2014,Clippers,Chris Paul,,activated from IL
2/9/2014,Kings,Marcus Thornton (T.),,activated from IL
2/9/2014,Kings,Rudy Gay,,activated from IL
2/9/2014,76ers,Arnett Moultrie,,activated from IL
2/10/2014,Raptors,,Amir Johnson,placed on IL with ankle injury
2/10/2014,Raptors,Dwight Buycks,,activated from IL
2/10/2014,Rockets,,Greg Smith (a),placed on IL with sore right knee
2/10/2014,Warriors,,Jermaine O'Neal,placed on IL with sore right wrist (P) / back injury (CBC)
2/10/2014,Warriors,David Lee,,activated from IL
2/10/2014,Rockets,Robert Covington,,activated from IL
2/11/2014,Heat,,Dwyane Wade,placed on IL with migraine headache
2/11/2014,Heat,James Jones (b),,activated from IL
